customerID,churn_probability,churn_predicted,risk_tier,segment_label,discounted_lifetime_value,actual_churn
ID-005712,0.3874,0,Medium,Low Engagement Churn Risk,5984.38,1
ID-001246,0.3873,0,Medium,High Value Loyalists,3546.95,0
ID-005510,0.3873,0,Medium,Low Engagement Churn Risk,5463.35,1
ID-005257,0.3872,0,Medium,Low Engagement Churn Risk,4947.42,1
ID-006081,0.387,0,Medium,High Value Loyalists,1894.12,1
ID-000324,0.3868,0,Medium,High Value Loyalists,5079.63,1
ID-004305,0.3868,0,Medium,Low Engagement Churn Risk,1338.5,0
ID-004040,0.3865,0,Medium,Low Engagement Churn Risk,5497.47,1
ID-000812,0.3865,0,Medium,Low Engagement Churn Risk,1650.74,0
ID-002624,0.3864,0,Medium,Low Engagement Churn Risk,2764.29,1
ID-003472,0.3864,0,Medium,Low Engagement Churn Risk,5018.47,1
ID-003533,0.3863,0,Medium,Low Engagement Churn Risk,5445.29,0
ID-006726,0.3861,0,Medium,Low Engagement Churn Risk,3371.96,1
ID-001536,0.3861,0,Medium,High Value Loyalists,4296.79,0
ID-004229,0.386,0,Medium,Low Engagement Churn Risk,5298.82,0
ID-006482,0.386,0,Medium,Low Engagement Churn Risk,5303.68,0
ID-006576,0.3859,0,Medium,Low Engagement Churn Risk,903.03,1
ID-005306,0.3858,0,Medium,High Value Loyalists,3119.72,0
ID-005162,0.3856,0,Medium,Low Engagement Churn Risk,5669.42,0
ID-004443,0.3856,0,Medium,Low Engagement Churn Risk,2216.48,0
ID-004881,0.3851,0,Medium,Low Engagement Churn Risk,2471.3,0
ID-005593,0.3851,0,Medium,At-Risk New Customers,1165.72,1
ID-002517,0.3851,0,Medium,Low Engagement Churn Risk,4029.18,1
ID-001860,0.3848,0,Medium,Low Engagement Churn Risk,5613.27,1
ID-005736,0.3848,0,Medium,Low Engagement Churn Risk,5208.67,0
ID-003601,0.3846,0,Medium,Low Engagement Churn Risk,5145.33,0
ID-001933,0.3845,0,Medium,Low Engagement Churn Risk,3452.6,0
ID-005618,0.3843,0,Medium,Low Engagement Churn Risk,4375.74,1
ID-004192,0.3835,0,Medium,Low Engagement Churn Risk,3477.68,0
ID-002647,0.3835,0,Medium,Low Engagement Churn Risk,3331.19,1
ID-005661,0.3834,0,Medium,Low Engagement Churn Risk,1339.0,0
ID-004238,0.3832,0,Medium,Low Engagement Churn Risk,1271.63,0
ID-001087,0.3831,0,Medium,High Value Loyalists,4618.04,0
ID-002638,0.3831,0,Medium,Low Engagement Churn Risk,5541.11,0
ID-003087,0.383,0,Medium,Low Engagement Churn Risk,5793.86,0
ID-001134,0.383,0,Medium,High Value Loyalists,1395.25,1
ID-006805,0.383,0,Medium,Low Engagement Churn Risk,3364.82,0
ID-006440,0.3829,0,Medium,Low Engagement Churn Risk,1451.38,1
ID-005964,0.3829,0,Medium,Low Engagement Churn Risk,5832.09,1
ID-001942,0.3827,0,Medium,Low Engagement Churn Risk,5705.67,0
ID-002376,0.3827,0,Medium,Low Engagement Churn Risk,3557.92,0
ID-004934,0.3826,0,Medium,Low Engagement Churn Risk,5367.03,0
ID-000340,0.3825,0,Medium,Low Engagement Churn Risk,4070.36,1
ID-004797,0.3824,0,Medium,Low Engagement Churn Risk,3746.08,1
ID-005279,0.3823,0,Medium,Low Engagement Churn Risk,5079.66,0
ID-002686,0.3823,0,Medium,Low Engagement Churn Risk,5168.72,0
ID-000962,0.3823,0,Medium,Low Engagement Churn Risk,5914.37,0
ID-004468,0.3821,0,Medium,Low Engagement Churn Risk,5890.29,0
ID-005701,0.3821,0,Medium,Low Engagement Churn Risk,4186.49,0
ID-004346,0.382,0,Medium,High Value Loyalists,3858.89,1
ID-002900,0.3819,0,Medium,Low Engagement Churn Risk,4836.2,1
ID-003591,0.3817,0,Medium,High Value Loyalists,3741.66,0
ID-003745,0.3816,0,Medium,Low Engagement Churn Risk,4334.17,0
ID-000818,0.3815,0,Medium,Low Engagement Churn Risk,2566.82,1
ID-001023,0.3815,0,Medium,Low Engagement Churn Risk,3792.05,0
ID-005018,0.3814,0,Medium,Low Engagement Churn Risk,4312.99,1
ID-003760,0.3813,0,Medium,Low Engagement Churn Risk,1675.63,0
ID-001364,0.3812,0,Medium,Low Engagement Churn Risk,4417.29,1
ID-000323,0.3811,0,Medium,Low Engagement Churn Risk,3370.32,1
ID-002645,0.3806,0,Medium,Low Engagement Churn Risk,3090.88,0
ID-005770,0.3805,0,Medium,Low Engagement Churn Risk,5051.05,0
ID-003802,0.3805,0,Medium,Low Engagement Churn Risk,5950.92,0
ID-002883,0.3805,0,Medium,Low Engagement Churn Risk,2755.25,0
ID-001993,0.3804,0,Medium,Low Engagement Churn Risk,3944.75,0
ID-002106,0.3804,0,Medium,Low Engagement Churn Risk,1972.22,1
ID-006741,0.3803,0,Medium,High Value Loyalists,6132.69,1
ID-000862,0.3803,0,Medium,Low Engagement Churn Risk,1823.83,0
ID-002221,0.3802,0,Medium,Low Engagement Churn Risk,5275.72,0
ID-006539,0.38,0,Medium,Low Engagement Churn Risk,5557.33,1
ID-000084,0.38,0,Medium,Low Engagement Churn Risk,3497.23,1
ID-005967,0.3796,0,Medium,Low Engagement Churn Risk,963.74,0
ID-001007,0.3796,0,Medium,Low Engagement Churn Risk,4572.77,1
ID-001148,0.3795,0,Medium,Low Engagement Churn Risk,864.42,1
ID-000441,0.3794,0,Medium,Low Engagement Churn Risk,1886.84,0
ID-001748,0.3791,0,Medium,High Value Loyalists,6257.48,0
ID-001788,0.3791,0,Medium,Low Engagement Churn Risk,2403.79,1
ID-002267,0.3791,0,Medium,Low Engagement Churn Risk,2342.37,1
ID-006162,0.379,0,Medium,Low Engagement Churn Risk,3151.08,1
ID-004710,0.379,0,Medium,Low Engagement Churn Risk,6091.27,1
ID-006196,0.3789,0,Medium,Low Engagement Churn Risk,3532.47,1
ID-003688,0.3788,0,Medium,Low Engagement Churn Risk,2847.99,1
ID-001671,0.3788,0,Medium,High Value Loyalists,4309.22,0
ID-003222,0.3788,0,Medium,Low Engagement Churn Risk,4202.3,0
ID-005362,0.3786,0,Medium,Low Engagement Churn Risk,1349.03,0
ID-003426,0.3783,0,Medium,At-Risk New Customers,4705.26,0
ID-005926,0.3783,0,Medium,Low Engagement Churn Risk,3774.18,0
ID-005278,0.3782,0,Medium,High Value Loyalists,3920.34,0
ID-001629,0.378,0,Medium,Low Engagement Churn Risk,5208.33,1
ID-000630,0.3779,0,Medium,High Value Loyalists,5747.55,1
ID-004487,0.3779,0,Medium,Low Engagement Churn Risk,1692.69,0
ID-002240,0.3778,0,Medium,Low Engagement Churn Risk,4478.84,0
ID-000103,0.3778,0,Medium,Low Engagement Churn Risk,4666.24,0
ID-001351,0.3777,0,Medium,Low Engagement Churn Risk,5827.07,0
ID-006806,0.3773,0,Medium,Low Engagement Churn Risk,2597.71,0
ID-002193,0.3772,0,Medium,Low Engagement Churn Risk,3636.49,0
ID-002008,0.3771,0,Medium,High Value Loyalists,3109.35,1
ID-000758,0.377,0,Medium,High Value Loyalists,5746.02,0
ID-006116,0.3769,0,Medium,High Value Loyalists,2482.57,0
ID-006134,0.3769,0,Medium,Low Engagement Churn Risk,1757.7,0
ID-001610,0.3769,0,Medium,Low Engagement Churn Risk,5764.86,1
ID-002747,0.3768,0,Medium,High Value Loyalists,1670.45,0
ID-000727,0.3768,0,Medium,Low Engagement Churn Risk,5699.14,0
ID-005416,0.3767,0,Medium,Low Engagement Churn Risk,5212.99,1
ID-006635,0.3766,0,Medium,Low Engagement Churn Risk,1816.48,0
ID-005559,0.3766,0,Medium,Low Engagement Churn Risk,2859.5,0
ID-006536,0.3764,0,Medium,High Value Loyalists,3285.19,0
ID-002709,0.3764,0,Medium,At-Risk New Customers,3789.84,0
ID-003904,0.3763,0,Medium,High Value Loyalists,4074.16,1
ID-001956,0.3763,0,Medium,Low Engagement Churn Risk,3072.08,0
ID-003418,0.3762,0,Medium,High Value Loyalists,2709.87,0
ID-000669,0.3762,0,Medium,Low Engagement Churn Risk,5801.39,0
ID-002375,0.3761,0,Medium,Low Engagement Churn Risk,5100.63,1
ID-004740,0.3761,0,Medium,Low Engagement Churn Risk,6260.23,1
ID-000830,0.376,0,Medium,Low Engagement Churn Risk,4370.82,0
ID-001273,0.3758,0,Medium,Low Engagement Churn Risk,5262.18,0
ID-005206,0.3758,0,Medium,High Value Loyalists,5199.01,0
ID-002703,0.3757,0,Medium,Low Engagement Churn Risk,6050.24,0
ID-000305,0.3756,0,Medium,Low Engagement Churn Risk,6087.49,1
ID-005969,0.3754,0,Medium,High Value Loyalists,6174.68,0
ID-001910,0.3753,0,Medium,Low Engagement Churn Risk,3745.83,1
ID-001677,0.3751,0,Medium,Low Engagement Churn Risk,4883.7,0
ID-004658,0.3751,0,Medium,Low Engagement Churn Risk,4201.11,0
ID-000362,0.3751,0,Medium,Low Engagement Churn Risk,1289.16,1
ID-004293,0.3751,0,Medium,Low Engagement Churn Risk,4195.09,0
ID-003683,0.375,0,Medium,Low Engagement Churn Risk,3935.03,1
ID-006477,0.375,0,Medium,Low Engagement Churn Risk,2541.54,0
ID-004575,0.375,0,Medium,Low Engagement Churn Risk,1647.78,0
ID-001997,0.3749,0,Medium,Low Engagement Churn Risk,3528.77,0
ID-005878,0.3748,0,Medium,Low Engagement Churn Risk,2771.31,0
ID-004774,0.3748,0,Medium,Low Engagement Churn Risk,1441.84,0
ID-006604,0.3746,0,Medium,Low Engagement Churn Risk,3191.72,1
ID-007010,0.3743,0,Medium,Low Engagement Churn Risk,2213.94,0
ID-000527,0.3743,0,Medium,Low Engagement Churn Risk,1820.11,0
ID-002523,0.3743,0,Medium,Low Engagement Churn Risk,3281.86,1
ID-000787,0.3743,0,Medium,Low Engagement Churn Risk,3415.41,1
ID-005928,0.374,0,Medium,Low Engagement Churn Risk,2571.14,1
ID-002742,0.3737,0,Medium,Low Engagement Churn Risk,1949.55,0
ID-004953,0.3734,0,Medium,Low Engagement Churn Risk,4624.53,1
ID-002355,0.3734,0,Medium,Low Engagement Churn Risk,4011.36,0
ID-003788,0.3734,0,Medium,Low Engagement Churn Risk,1180.66,0
ID-002400,0.3734,0,Medium,High Value Loyalists,5310.51,0
ID-000462,0.3733,0,Medium,Low Engagement Churn Risk,2856.09,1
ID-002312,0.3732,0,Medium,High Value Loyalists,2402.4,0
ID-004666,0.3732,0,Medium,Low Engagement Churn Risk,4925.19,0
ID-003153,0.3731,0,Medium,Low Engagement Churn Risk,4254.48,0
ID-004282,0.3731,0,Medium,Low Engagement Churn Risk,4481.0,0
ID-002601,0.373,0,Medium,Low Engagement Churn Risk,3299.7,0
ID-003384,0.3728,0,Medium,Low Engagement Churn Risk,4262.32,1
ID-006410,0.3727,0,Medium,High Value Loyalists,4509.8,1
ID-000779,0.3727,0,Medium,Low Engagement Churn Risk,5320.87,0
ID-001893,0.3725,0,Medium,Low Engagement Churn Risk,4130.37,1
ID-002068,0.3725,0,Medium,High Value Loyalists,4796.81,0
ID-002559,0.3724,0,Medium,Low Engagement Churn Risk,2598.73,0
ID-001863,0.3722,0,Medium,Low Engagement Churn Risk,4437.56,0
ID-004323,0.3722,0,Medium,Low Engagement Churn Risk,2361.93,1
ID-002411,0.372,0,Medium,Low Engagement Churn Risk,1335.93,0
ID-000402,0.3719,0,Medium,Low Engagement Churn Risk,1962.22,1
ID-001495,0.3717,0,Medium,High Value Loyalists,5204.94,1
ID-004541,0.3716,0,Medium,Low Engagement Churn Risk,6087.49,0
ID-000185,0.3714,0,Medium,High Value Loyalists,4240.3,0
ID-004656,0.3713,0,Medium,Low Engagement Churn Risk,5121.7,1
ID-004437,0.3712,0,Medium,Low Engagement Churn Risk,5448.8,0
ID-001337,0.3711,0,Medium,Low Engagement Churn Risk,1049.53,1
ID-001958,0.3709,0,Medium,Low Engagement Churn Risk,2611.86,1
ID-002649,0.3708,0,Medium,Low Engagement Churn Risk,2000.72,1
ID-000899,0.3708,0,Medium,Low Engagement Churn Risk,2777.91,1
ID-002147,0.3707,0,Medium,High Value Loyalists,3826.6,0
ID-004684,0.3705,0,Medium,Low Engagement Churn Risk,6005.44,1
ID-003026,0.3705,0,Medium,Low Engagement Churn Risk,3466.64,1
ID-000156,0.3704,0,Medium,Low Engagement Churn Risk,4391.45,1
ID-006861,0.3703,0,Medium,Low Engagement Churn Risk,3523.84,0
ID-003600,0.3703,0,Medium,Low Engagement Churn Risk,5959.01,1
ID-001774,0.3702,0,Medium,Low Engagement Churn Risk,1598.42,0
ID-001450,0.3699,0,Medium,Low Engagement Churn Risk,4574.39,0
ID-001191,0.3698,0,Medium,Low Engagement Churn Risk,5627.4,1
ID-002440,0.3697,0,Medium,Low Engagement Churn Risk,2713.37,1
ID-003022,0.3696,0,Medium,High Value Loyalists,3967.16,1
ID-004661,0.3694,0,Medium,Low Engagement Churn Risk,2597.22,0
ID-000108,0.3692,0,Medium,Low Engagement Churn Risk,5618.82,0
ID-003696,0.3692,0,Medium,Low Engagement Churn Risk,3341.72,0
ID-001861,0.3692,0,Medium,Low Engagement Churn Risk,2058.31,1
ID-004689,0.3692,0,Medium,Low Engagement Churn Risk,3277.73,1
ID-006893,0.3691,0,Medium,Low Engagement Churn Risk,4761.16,1
ID-001996,0.3691,0,Medium,Low Engagement Churn Risk,4054.55,0
ID-001081,0.3686,0,Medium,High Value Loyalists,4361.05,0
ID-002123,0.3686,0,Medium,Low Engagement Churn Risk,3766.19,1
ID-005822,0.3684,0,Medium,Low Engagement Churn Risk,4477.19,1
ID-004735,0.3682,0,Medium,Low Engagement Churn Risk,1869.38,0
ID-001474,0.3682,0,Medium,Low Engagement Churn Risk,1927.98,0
ID-003563,0.3682,0,Medium,Low Engagement Churn Risk,3928.53,0
ID-001029,0.3681,0,Medium,Low Engagement Churn Risk,1465.68,0
ID-001451,0.368,0,Medium,Low Engagement Churn Risk,4045.59,0
ID-001136,0.3678,0,Medium,High Value Loyalists,2071.07,1
ID-006497,0.3678,0,Medium,Low Engagement Churn Risk,2350.39,0
ID-005071,0.3674,0,Medium,Low Engagement Churn Risk,2441.77,0
ID-002438,0.3671,0,Medium,Low Engagement Churn Risk,3494.24,1
ID-004790,0.367,0,Medium,Low Engagement Churn Risk,3088.37,0
ID-006061,0.3667,0,Medium,Low Engagement Churn Risk,1344.68,0
ID-004863,0.3665,0,Medium,Low Engagement Churn Risk,3561.16,0
ID-002761,0.3663,0,Medium,Low Engagement Churn Risk,3513.65,0
ID-000060,0.3662,0,Medium,Low Engagement Churn Risk,2017.94,1
ID-005486,0.3661,0,Medium,High Value Loyalists,1333.98,1
ID-007038,0.3661,0,Medium,Low Engagement Churn Risk,2198.25,0
ID-004056,0.366,0,Medium,Low Engagement Churn Risk,1693.69,1
ID-005631,0.3659,0,Medium,Low Engagement Churn Risk,2891.21,1
ID-005908,0.3659,0,Medium,High Value Loyalists,2246.68,1
ID-006182,0.3657,0,Medium,Low Engagement Churn Risk,3331.2,1
ID-006908,0.3656,0,Medium,Low Engagement Churn Risk,5703.14,0
ID-000674,0.3656,0,Medium,Low Engagement Churn Risk,1043.51,0
ID-006518,0.3655,0,Medium,Low Engagement Churn Risk,2574.15,0
ID-000526,0.3655,0,Medium,Low Engagement Churn Risk,4431.38,0
ID-002867,0.3654,0,Medium,Low Engagement Churn Risk,2590.7,1
ID-000317,0.3653,0,Medium,Low Engagement Churn Risk,4187.34,0
ID-002699,0.3652,0,Medium,At-Risk New Customers,4188.19,1
ID-002333,0.3651,0,Medium,Low Engagement Churn Risk,1856.24,1
ID-004261,0.3647,0,Medium,Low Engagement Churn Risk,5090.45,0
ID-001600,0.3645,0,Medium,Low Engagement Churn Risk,5505.57,1
ID-005127,0.3645,0,Medium,Low Engagement Churn Risk,5980.07,0
ID-006978,0.364,0,Medium,Low Engagement Churn Risk,2855.62,0
ID-004073,0.3639,0,Medium,High Value Loyalists,5458.26,0
ID-001693,0.3638,0,Medium,Low Engagement Churn Risk,2175.86,0
ID-000455,0.3635,0,Medium,Low Engagement Churn Risk,2865.63,0
ID-000786,0.3635,0,Medium,Low Engagement Churn Risk,3387.88,1
ID-006369,0.3632,0,Medium,Low Engagement Churn Risk,3589.92,1
ID-005321,0.3631,0,Medium,Low Engagement Churn Risk,2324.05,0
ID-003081,0.3628,0,Medium,Low Engagement Churn Risk,2872.15,0
ID-003307,0.3628,0,Medium,Low Engagement Churn Risk,1687.67,0
ID-006988,0.3625,0,Medium,Low Engagement Churn Risk,6113.4,1
ID-006084,0.3624,0,Medium,Low Engagement Churn Risk,4446.94,0
ID-006832,0.3621,0,Medium,Low Engagement Churn Risk,2207.87,1
ID-002629,0.3621,0,Medium,At-Risk New Customers,5443.85,0
ID-004460,0.362,0,Medium,Low Engagement Churn Risk,4594.9,1
ID-004977,0.3618,0,Medium,Low Engagement Churn Risk,2066.02,1
ID-006807,0.3616,0,Medium,Low Engagement Churn Risk,3547.95,1
ID-000692,0.3614,0,Medium,Low Engagement Churn Risk,2520.97,1
ID-004234,0.3613,0,Medium,Low Engagement Churn Risk,1637.26,1
ID-006647,0.3611,0,Medium,Low Engagement Churn Risk,4824.71,0
ID-000131,0.361,0,Medium,Low Engagement Churn Risk,2093.87,1
ID-002756,0.361,0,Medium,Low Engagement Churn Risk,5918.53,1
ID-004890,0.3608,0,Medium,Low Engagement Churn Risk,5324.73,0
ID-005991,0.3607,0,Medium,Low Engagement Churn Risk,4506.96,1
ID-000555,0.3606,0,Medium,Low Engagement Churn Risk,2322.28,0
ID-005294,0.3606,0,Medium,High Value Loyalists,3558.24,0
ID-000658,0.3604,0,Medium,Low Engagement Churn Risk,2695.55,0
ID-001328,0.3603,0,Medium,Low Engagement Churn Risk,1548.7,1
ID-003229,0.3603,0,Medium,High Value Loyalists,1446.4,0
ID-006452,0.3601,0,Medium,Low Engagement Churn Risk,2215.4,0
ID-005335,0.3601,0,Medium,Low Engagement Churn Risk,2754.09,0
ID-006151,0.3599,0,Medium,Low Engagement Churn Risk,2161.03,0
ID-002770,0.3594,0,Medium,Low Engagement Churn Risk,2054.4,0
ID-006380,0.3594,0,Medium,High Value Loyalists,3828.16,0
ID-003719,0.3593,0,Medium,High Value Loyalists,1402.05,0
ID-003730,0.3593,0,Medium,Low Engagement Churn Risk,1345.22,0
ID-002908,0.3592,0,Medium,Low Engagement Churn Risk,1969.62,0
ID-004266,0.359,0,Medium,Low Engagement Churn Risk,3194.62,1
ID-000440,0.3587,0,Medium,Low Engagement Churn Risk,1084.32,1
ID-002546,0.3586,0,Medium,Low Engagement Churn Risk,5409.48,0
ID-001856,0.3586,0,Medium,Low Engagement Churn Risk,5898.55,0
ID-002956,0.3586,0,Medium,High Value Loyalists,4479.76,0
ID-006927,0.3585,0,Medium,Low Engagement Churn Risk,1711.25,0
ID-001331,0.358,0,Medium,High Value Loyalists,1854.69,0
ID-004589,0.3579,0,Medium,Low Engagement Churn Risk,5842.39,1
ID-005090,0.3578,0,Medium,Low Engagement Churn Risk,5522.34,1
ID-000596,0.3576,0,Medium,Low Engagement Churn Risk,2936.66,0
ID-000754,0.3572,0,Medium,Low Engagement Churn Risk,4466.9,0
ID-006589,0.3572,0,Medium,Low Engagement Churn Risk,6039.45,1
ID-000484,0.3571,0,Medium,Low Engagement Churn Risk,3830.59,0
ID-003514,0.3571,0,Medium,High Value Loyalists,1039.6,0
ID-005565,0.3571,0,Medium,Low Engagement Churn Risk,1873.86,0
ID-000825,0.357,0,Medium,Low Engagement Churn Risk,5972.51,1
ID-001535,0.357,0,Medium,Low Engagement Churn Risk,4612.84,0
ID-005582,0.3569,0,Medium,Low Engagement Churn Risk,2385.98,0
ID-005945,0.3568,0,Medium,Low Engagement Churn Risk,3193.73,1
ID-006284,0.3568,0,Medium,High Value Loyalists,3379.65,0
ID-002484,0.3567,0,Medium,High Value Loyalists,3469.96,0
ID-001789,0.3566,0,Medium,High Value Loyalists,1295.4,1
ID-002203,0.3566,0,Medium,High Value Loyalists,1274.59,0
ID-001002,0.3566,0,Medium,Low Engagement Churn Risk,1871.81,0
ID-004298,0.3564,0,Medium,High Value Loyalists,4883.52,0
ID-005543,0.3564,0,Medium,Low Engagement Churn Risk,1356.55,0
ID-000490,0.3564,0,Medium,Low Engagement Churn Risk,3770.67,1
ID-005811,0.3563,0,Medium,Low Engagement Churn Risk,3155.22,1
ID-004638,0.3563,0,Medium,Low Engagement Churn Risk,1842.46,1
ID-003495,0.356,0,Medium,Low Engagement Churn Risk,3350.63,1
ID-004355,0.3559,0,Medium,Low Engagement Churn Risk,3716.99,1
ID-006083,0.3559,0,Medium,Low Engagement Churn Risk,1036.48,1
ID-000606,0.3554,0,Medium,Low Engagement Churn Risk,3720.75,1
ID-003011,0.3553,0,Medium,Low Engagement Churn Risk,3351.17,0
ID-001920,0.3553,0,Medium,High Value Loyalists,5245.19,1
ID-003835,0.3552,0,Medium,High Value Loyalists,3963.32,0
ID-003877,0.3552,0,Medium,Low Engagement Churn Risk,5372.04,0
ID-004198,0.3552,0,Medium,Low Engagement Churn Risk,2888.7,1
ID-001601,0.355,0,Medium,Low Engagement Churn Risk,2216.45,1
ID-002327,0.3544,0,Medium,Low Engagement Churn Risk,1113.74,1
ID-001158,0.3544,0,Medium,Low Engagement Churn Risk,1909.41,1
ID-002628,0.3542,0,Medium,Low Engagement Churn Risk,3228.04,0
ID-006597,0.3541,0,Medium,High Value Loyalists,5493.49,0
ID-001175,0.3541,0,Medium,Low Engagement Churn Risk,2852.08,0
ID-004012,0.3541,0,Medium,High Value Loyalists,4863.84,0
ID-003382,0.3536,0,Medium,Low Engagement Churn Risk,1800.05,1
ID-003778,0.3536,0,Medium,Low Engagement Churn Risk,2871.89,1
ID-004249,0.3536,0,Medium,Low Engagement Churn Risk,4569.68,0
ID-005771,0.3535,0,Medium,Low Engagement Churn Risk,1646.53,0
ID-004106,0.3535,0,Medium,Low Engagement Churn Risk,5806.0,0
ID-003074,0.3534,0,Medium,Low Engagement Churn Risk,2178.73,0
ID-002853,0.3533,0,Medium,Low Engagement Churn Risk,1149.81,1
ID-000419,0.3532,0,Medium,Low Engagement Churn Risk,4255.16,0
ID-005693,0.3529,0,Medium,Low Engagement Churn Risk,4293.21,0
ID-005481,0.3528,0,Medium,Low Engagement Churn Risk,1451.56,0
ID-006772,0.3528,0,Medium,Low Engagement Churn Risk,1607.9,0
ID-006925,0.3527,0,Medium,Low Engagement Churn Risk,3592.21,0
ID-000891,0.3525,0,Medium,Low Engagement Churn Risk,3120.67,1
ID-004844,0.3525,0,Medium,Low Engagement Churn Risk,5257.26,1
ID-005540,0.3524,0,Medium,Low Engagement Churn Risk,2379.81,0
ID-004052,0.3523,0,Medium,Low Engagement Churn Risk,1435.82,1
ID-003312,0.3523,0,Medium,High Value Loyalists,6249.46,0
ID-002207,0.3523,0,Medium,Low Engagement Churn Risk,5476.52,0
ID-000058,0.3522,0,Medium,Low Engagement Churn Risk,1216.2,0
ID-003518,0.3521,0,Medium,Low Engagement Churn Risk,5416.93,0
ID-003172,0.3521,0,Medium,Low Engagement Churn Risk,1091.67,0
ID-000571,0.3521,0,Medium,Low Engagement Churn Risk,4639.17,1
ID-004337,0.3518,0,Medium,High Value Loyalists,5164.64,1
ID-006500,0.3516,0,Medium,High Value Loyalists,1564.11,1
ID-001327,0.3515,0,Medium,Low Engagement Churn Risk,5228.1,0
ID-001955,0.3514,0,Medium,High Value Loyalists,6350.95,0
ID-000099,0.3514,0,Medium,Low Engagement Churn Risk,2169.41,0
ID-006968,0.3512,0,Medium,Low Engagement Churn Risk,5437.04,0
ID-000634,0.3511,0,Medium,Low Engagement Churn Risk,2048.06,0
ID-001513,0.351,0,Medium,Low Engagement Churn Risk,2518.19,1
ID-001992,0.3509,0,Medium,Low Engagement Churn Risk,1977.14,0
ID-006577,0.3505,0,Medium,Low Engagement Churn Risk,4761.15,0
ID-000641,0.3502,0,Medium,Low Engagement Churn Risk,1126.65,0
ID-000935,0.3499,0,Medium,Low Engagement Churn Risk,2090.7,0
ID-006374,0.3497,0,Medium,Low Engagement Churn Risk,4012.44,0
ID-007033,0.3497,0,Medium,Low Engagement Churn Risk,1344.59,0
ID-005152,0.3496,0,Medium,Low Engagement Churn Risk,4998.14,0
ID-002282,0.3495,0,Medium,Low Engagement Churn Risk,5799.77,0
ID-000175,0.3494,0,Medium,Low Engagement Churn Risk,4565.21,1
ID-000336,0.3493,0,Medium,Low Engagement Churn Risk,5798.98,0
ID-003282,0.3489,0,Medium,Low Engagement Churn Risk,1810.08,0
ID-005602,0.3488,0,Medium,Low Engagement Churn Risk,4390.06,0
ID-004539,0.3488,0,Medium,Low Engagement Churn Risk,2265.35,0
ID-000938,0.3487,0,Medium,High Value Loyalists,3025.07,0
ID-006954,0.3487,0,Medium,Low Engagement Churn Risk,1694.48,0
ID-004809,0.3486,0,Medium,Low Engagement Churn Risk,5284.23,0
ID-005502,0.3485,0,Medium,Low Engagement Churn Risk,2104.2,0
ID-006304,0.3485,0,Medium,Low Engagement Churn Risk,2622.82,0
ID-003023,0.3484,0,Medium,Low Engagement Churn Risk,4972.23,0
ID-005016,0.3483,0,Medium,Low Engagement Churn Risk,1395.19,0
ID-002890,0.3482,0,Medium,High Value Loyalists,1386.11,1
ID-005547,0.348,0,Medium,High Value Loyalists,5278.0,0
ID-001048,0.3479,0,Medium,Low Engagement Churn Risk,2171.3,0
ID-005377,0.3478,0,Medium,Low Engagement Churn Risk,5028.89,0
ID-005699,0.3477,0,Medium,Low Engagement Churn Risk,4618.18,1
ID-002809,0.3477,0,Medium,High Value Loyalists,4713.66,0
ID-002013,0.3474,0,Medium,Low Engagement Churn Risk,1220.1,0
ID-005235,0.3474,0,Medium,Low Engagement Churn Risk,4834.58,1
ID-004685,0.3471,0,Medium,Low Engagement Churn Risk,4401.23,1
ID-004715,0.347,0,Medium,Low Engagement Churn Risk,4659.15,0
ID-002754,0.3469,0,Medium,Low Engagement Churn Risk,6071.13,0
ID-001253,0.3469,0,Medium,Low Engagement Churn Risk,5790.05,1
ID-003001,0.3468,0,Medium,Low Engagement Churn Risk,3906.62,1
ID-001562,0.3466,0,Medium,Low Engagement Churn Risk,1197.39,0
ID-005202,0.3466,0,Medium,Low Engagement Churn Risk,5986.0,0
ID-003318,0.3464,0,Medium,Low Engagement Churn Risk,2454.91,1
ID-000996,0.3464,0,Medium,Low Engagement Churn Risk,2960.44,0
ID-002497,0.3463,0,Medium,Low Engagement Churn Risk,2616.79,1
ID-000278,0.3461,0,Medium,Low Engagement Churn Risk,3204.41,1
ID-001416,0.3461,0,Medium,Low Engagement Churn Risk,4058.87,0
ID-002922,0.346,0,Medium,Low Engagement Churn Risk,2641.87,1
ID-003063,0.346,0,Medium,High Value Loyalists,3584.44,1
ID-005813,0.346,0,Medium,Low Engagement Churn Risk,2023.3,0
ID-000511,0.3459,0,Medium,Low Engagement Churn Risk,4165.99,0
ID-002875,0.3459,0,Medium,Low Engagement Churn Risk,3280.99,0
ID-006092,0.3459,0,Medium,High Value Loyalists,3220.75,0
ID-003191,0.3458,0,Medium,High Value Loyalists,5947.99,1
ID-007012,0.3458,0,Medium,High Value Loyalists,3279.47,0
ID-006803,0.3457,0,Medium,Low Engagement Churn Risk,2894.18,0
ID-003634,0.3454,0,Medium,Low Engagement Churn Risk,1569.78,0
ID-001248,0.3454,0,Medium,Low Engagement Churn Risk,1812.67,0
ID-000747,0.3454,0,Medium,High Value Loyalists,2924.52,1
ID-003955,0.3453,0,Medium,High Value Loyalists,2676.23,0
ID-004268,0.3453,0,Medium,High Value Loyalists,6340.39,1
ID-004448,0.3453,0,Medium,Low Engagement Churn Risk,3085.36,1
ID-006255,0.3453,0,Medium,Low Engagement Churn Risk,2769.8,0
