customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded,is_new_customer_0_6m,is_established_customer_24m,is_long_tenure_48m,is_month_to_month,is_auto_pay,is_electronic_check,has_internet,security_bundle,addon_count,internet_addon_adoption_rate,charges_per_tenure_month,high_monthly_charge,high_total_value,churn_risk_proxy,tenure_x_monthlycharges,mtm_x_echeck,new_x_fiber,recency_proxy,frequency_proxy,monetary_proxy,service_depth_proxy,commitment_proxy,risk_proxy_bucket,segment_id,segment_label,monthly_value_proxy,total_value_proxy,projected_remaining_months,expected_lifetime_months,discounted_lifetime_value,retention_leverage_score
ID-001114,0,1,0,0,0.3889,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0.4827,0.2185,0,0,1,0,0,0,1,1,0,0,0.0,66.26,0,0,0.6,0.1877,0,0,0.6111,1,0.377,1,2,Moderate Risk,2,High Value Loyalists,66.27000000000001,1857.25,65.0,93.0,4000.19,1985.1
ID-001115,0,0,0,0,0.6667,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1,3,0.9338,0.6295,0,0,1,1,0,1,0,0,1,2,0.0,111.35,1,1,-2.5,0.6226,0,0,0.3333,3,0.8121,3,4,Low Risk,0,Stable Value Seekers,111.38,5350.75,68.0,116.0,7626.22,3851.11
ID-001116,1,1,0,1,0.0417,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.6897,0.0307,1,1,0,0,1,0,1,0,1,1,0.0,86.95,1,0,3.7,0.0288,1,0,0.9583,2,0.4261,2,0,Critical Risk,3,Low Engagement Churn Risk,86.97,260.95,45.0,48.0,3302.6,1656.3
ID-001117,0,1,0,0,0.9167,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.2906,0.3657,0,0,1,1,0,0,0,0,0,0,0.0,47.05,0,1,0.0,0.2664,0,0,0.0833,0,0.3206,0,2,Moderate Risk,2,High Value Loyalists,47.06,3108.4500000000003,33.0,99.0,2948.74,1482.37
ID-001118,1,0,1,0,0.6111,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.7544,0.4841,0,0,1,0,1,0,1,0,1,3,0.0,93.42,1,1,2.2,0.461,1,0,0.3889,4,0.6463,4,0,High Risk,3,Low Engagement Churn Risk,93.44,4114.849999999999,19.0,63.0,4351.87,2180.94
ID-001119,1,0,0,1,0.0139,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,2,0.9265,0.013,0,1,0,0,0,1,0,1,1,3,0.5,110.62,1,0,-1.0,0.0129,0,0,0.9861,5,0.5611,5,3,Low Risk,1,At-Risk New Customers,110.65,110.5,72.0,73.0,5713.31,2886.66
ID-001120,0,1,1,1,0.3611,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,3,0.5284,0.2169,0,0,1,0,0,1,0,0,1,3,0.0,70.82,0,0,-1.3,0.1908,0,0,0.6389,4,0.4038,4,2,Low Risk,1,At-Risk New Customers,70.84,1843.65,66.0,92.0,4247.96,2153.98
ID-001121,0,1,1,0,0.6528,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1,3,0.3157,0.2743,0,0,1,0,0,1,0,1,1,3,0.5,49.56,0,0,-2.5,0.2061,0,0,0.3472,5,0.2991,5,3,Low Risk,0,Stable Value Seekers,49.56999999999999,2331.5499999999997,69.0,116.0,3394.07,1727.04
ID-001122,1,0,0,0,0.6944,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0.02,0.1178,0,0,1,1,0,0,1,1,1,3,0.5,20.0,0,0,-0.2,0.0139,0,0,0.3056,5,0.0591,5,3,Moderate Risk,1,At-Risk New Customers,20.0,1001.3000000000001,31.0,81.0,1106.7,566.35
ID-001123,1,0,0,1,0.75,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2,0.0423,0.1414,1,0,1,1,1,1,0,0,1,2,0.0,22.23,0,0,0.7,0.0317,0,0,0.25,3,0.0819,3,2,Moderate Risk,2,High Value Loyalists,22.23,1201.9,38.0,92.0,1333.03,704.52
ID-001124,1,1,1,0,0.9306,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,3,0.4963,0.5336,0,0,1,1,0,1,0,1,1,3,0.5,67.62,0,1,-0.5,0.4619,0,0,0.0694,5,0.5112,5,3,Low Risk,0,Stable Value Seekers,67.63,4535.599999999999,29.0,96.0,4161.12,2118.56
ID-001125,0,0,0,1,0.5833,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.5448,0.3584,0,0,1,0,0,0,1,1,1,2,0.3333,72.46,0,1,0.2,0.3178,0,0,0.4167,4,0.4702,4,1,Moderate Risk,3,Low Engagement Churn Risk,72.47999999999999,3046.4,41.0,83.0,4074.46,2042.23
ID-001126,1,0,1,0,0.1667,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,3,0.3799,0.0791,1,0,0,0,1,1,0,0,1,3,0.0,55.98,0,0,0.7,0.0633,0,0,0.8333,4,0.2596,4,1,Moderate Risk,3,Low Engagement Churn Risk,55.99,672.35,66.0,78.0,3022.42,1541.21
ID-001127,0,0,0,1,0.3056,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0.5214,0.1817,0,0,0,0,0,1,0,1,1,1,0.1667,70.12,0,0,-1.3,0.1593,0,0,0.6944,3,0.3855,3,2,Low Risk,1,At-Risk New Customers,70.14,1544.45,70.0,92.0,4205.99,2133.0
ID-001128,0,0,1,0,0.0694,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.9756,0.068,1,1,0,0,1,0,1,1,1,2,0.3333,115.53,1,0,4.5,0.0677,1,1,0.9306,4,0.6126,4,0,Critical Risk,3,Low Engagement Churn Risk,115.56,578.0,35.0,40.0,3794.38,1902.19
ID-001129,0,1,1,0,0.4583,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,1,2,0.634,0.3163,0,0,1,0,0,1,0,1,1,1,0.1667,81.38,1,0,-2.5,0.2906,0,0,0.5417,3,0.5069,3,3,Low Risk,0,Stable Value Seekers,81.4,2688.55,72.0,105.0,5276.61,2668.3
ID-001130,1,1,0,0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0.5699,0.0,1,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,2.2,0.0,0,0,1.0,3,0.3419,3,1,High Risk,3,Low Engagement Churn Risk,74.99,0.0,63.0,63.0,3492.58,1776.29
ID-001131,1,0,0,1,0.0278,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0.642,0.0194,1,1,0,0,0,0,1,1,0,0,0.0,82.18,1,0,3.3,0.0178,0,1,0.9722,1,0.393,1,1,Critical Risk,2,High Value Loyalists,82.2,164.9,64.0,66.0,3957.53,1963.76
ID-001132,1,1,1,0,0.3889,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,0.7325,0.3008,0,0,1,0,1,1,0,1,0,2,0.3333,91.23,1,0,1.5,0.2849,0,0,0.6111,3,0.5598,3,1,High Risk,3,Low Engagement Churn Risk,91.25,2556.8,42.0,70.0,4577.88,2298.94
ID-001133,1,0,1,1,0.9583,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0.1277,0.25,0,0,1,1,1,1,0,1,1,4,0.6667,30.77,0,0,0.7,0.1224,0,0,0.0417,6,0.1766,6,2,Moderate Risk,0,Stable Value Seekers,30.770000000000003,2125.0,15.0,84.0,1743.07,909.54
ID-001134,0,0,1,1,0.4861,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0.0663,0.1015,1,0,1,0,1,1,0,0,0,0,0.0,24.63,0,0,1.5,0.0322,0,0,0.5139,0,0.0804,0,1,High Risk,2,High Value Loyalists,24.63,862.7500000000001,49.0,84.0,1395.25,707.62
ID-001135,0,1,0,1,0.1667,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0.9551,0.1604,1,0,0,0,1,0,0,1,1,1,0.1667,113.48,1,0,1.2,0.1592,0,0,0.8333,3,0.6372,3,0,High Risk,3,Low Engagement Churn Risk,113.50999999999999,1363.3999999999999,61.0,73.0,5860.98,2950.49
ID-001136,1,0,1,1,0.25,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0.1856,0.0775,1,0,0,0,1,1,0,0,0,1,0.0,36.55,0,0,1.5,0.0464,0,0,0.75,1,0.1424,1,1,High Risk,2,High Value Loyalists,36.56,658.75,66.0,84.0,2071.07,1045.54
ID-001137,1,0,1,0,0.6667,1,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.2152,0.2234,0,0,1,1,0,0,1,1,0,2,0.3333,39.51,0,0,1.8,0.1435,0,0,0.3333,3,0.2185,3,2,High Risk,3,Low Engagement Churn Risk,39.519999999999996,1898.8999999999999,19.0,67.0,1922.99,954.5
ID-001138,1,1,1,0,0.6389,1,0,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0.1967,0.204,1,0,1,0,0,0,1,1,1,1,0.1667,37.66,0,0,-0.2,0.1257,0,0,0.3611,3,0.1996,3,2,Moderate Risk,1,At-Risk New Customers,37.67,1734.0,35.0,81.0,2084.46,1047.23
ID-001139,1,0,0,1,0.1528,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0.1896,0.0479,1,0,0,0,1,1,0,1,1,6,1.0,36.95,0,0,1.5,0.029,0,0,0.8472,8,0.1329,8,1,High Risk,3,Low Engagement Churn Risk,36.96,407.15,59.0,70.0,1854.23,957.12
ID-001140,1,0,0,1,0.4444,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,2,0.3163,0.187,0,0,1,0,0,1,0,0,1,3,0.0,49.62,0,0,-2.5,0.1406,0,0,0.5556,4,0.2646,4,3,Low Risk,1,At-Risk New Customers,49.63,1589.5,72.0,104.0,3199.72,1629.86
ID-001141,0,0,1,1,0.25,0,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2,0.8253,0.2131,1,0,0,0,0,1,0,1,1,2,0.3333,100.51,1,0,-0.5,0.2063,0,0,0.75,4,0.5804,4,2,Low Risk,1,At-Risk New Customers,100.53,1811.3500000000001,66.0,84.0,5694.87,2877.44
ID-001142,0,0,0,1,0.0278,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,3,0.5835,0.018,0,1,0,0,0,1,0,1,1,2,0.3333,76.33,0,0,0.2,0.0162,0,0,0.9722,4,0.3573,4,2,Moderate Risk,1,At-Risk New Customers,76.35,153.0,72.0,74.0,3978.82,2019.41
ID-001143,0,1,1,1,0.8194,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0.6029,0.5439,0,0,1,1,0,0,1,0,1,2,0.0,78.27,0,1,0.2,0.494,0,0,0.1806,3,0.5793,3,2,Moderate Risk,0,Stable Value Seekers,78.28999999999999,4623.150000000001,30.0,89.0,4599.73,2312.86
ID-001144,0,1,1,1,0.9444,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5816,0.6098,0,0,1,1,1,0,0,1,1,2,0.3333,76.14,0,1,1.2,0.5493,0,0,0.0556,4,0.5929,4,1,High Risk,3,Low Engagement Churn Risk,76.16,5183.3,5.0,73.0,3932.45,1994.22
ID-001145,1,0,0,0,0.4722,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.3121,0.197,1,0,1,0,0,0,1,0,1,3,0.0,49.2,0,0,0.2,0.1474,0,0,0.5278,4,0.2661,4,1,Moderate Risk,3,Low Engagement Churn Risk,49.209999999999994,1674.5,49.0,83.0,2766.34,1388.17
ID-001146,0,0,0,0,0.7083,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,0.5715,0.4513,0,0,1,1,0,0,0,1,1,3,0.5,75.13,0,1,-2.0,0.4048,0,0,0.2917,5,0.5234,5,3,Low Risk,0,Stable Value Seekers,75.15,3836.0499999999997,60.0,111.0,5024.67,2540.34
ID-001147,1,0,1,1,0.3889,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2,1,3,0.5743,0.2487,1,0,1,0,0,1,0,1,1,2,0.3333,75.41,0,0,-2.5,0.2233,0,0,0.6111,4,0.4441,4,3,Low Risk,1,At-Risk New Customers,75.43,2113.95,72.0,100.0,4754.27,2407.14
ID-001148,0,1,0,1,0.5833,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0.0015,0.0898,1,0,1,0,1,0,0,1,1,4,0.6667,18.15,0,0,2.0,0.0009,0,0,0.4167,6,0.0368,6,0,High Risk,3,Low Engagement Churn Risk,18.15,763.3000000000001,23.0,65.0,864.42,452.21
ID-001149,1,0,1,1,1.0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,0.9996,1.0,0,0,1,1,1,1,0,1,1,1,0.1667,117.93,1,1,1.5,0.9996,0,0,0.0,3,0.9998,3,2,High Risk,0,Stable Value Seekers,117.96000000000001,8500.0,4.0,76.0,6258.54,3167.27
ID-001150,0,1,0,1,0.9444,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,3,0.9454,0.901,0,0,1,1,0,1,0,0,0,2,0.0,112.51,1,1,-1.7,0.8928,0,0,0.0556,2,0.9276,2,4,Low Risk,0,Stable Value Seekers,112.54,7658.5,40.0,108.0,7411.64,3723.82
ID-001151,1,0,0,1,0.0833,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0.0231,0.0144,0,1,0,0,0,1,0,0,1,4,0.0,20.31,0,0,-1.0,0.0019,0,0,0.9167,5,0.0196,5,3,Low Risk,1,At-Risk New Customers,20.31,122.39999999999999,72.0,78.0,1096.36,578.18
ID-001152,0,0,1,1,0.9861,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,2,0.646,0.6905,0,0,1,1,0,1,0,1,1,2,0.3333,82.58,1,1,-2.5,0.637,0,0,0.0139,4,0.6638,4,4,Low Risk,0,Stable Value Seekers,82.60000000000001,5869.25,45.0,116.0,5655.64,2865.82
ID-001153,0,1,0,0,0.7222,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,3,0.03,0.1286,0,0,1,1,0,1,0,0,1,3,0.0,21.0,0,0,-1.3,0.0217,0,0,0.2778,4,0.0694,4,3,Low Risk,1,At-Risk New Customers,21.0,1093.1,40.0,92.0,1259.28,667.64
ID-001154,0,0,0,1,0.2361,1,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,0,0.2671,0.0895,0,0,0,0,0,0,1,1,1,2,0.3333,44.7,0,0,-0.2,0.0631,0,0,0.7639,4,0.1961,4,2,Moderate Risk,1,At-Risk New Customers,44.71,760.75,64.0,81.0,2474.02,1242.01
ID-001155,1,0,0,0,0.8889,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0.8875,0.8044,0,0,1,1,0,1,0,0,1,3,0.0,106.72,1,1,-1.3,0.7889,0,0,0.1111,4,0.8543,4,3,Low Risk,0,Stable Value Seekers,106.75,6837.4,40.0,104.0,6882.33,3479.16
ID-001156,1,0,1,0,0.5139,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0.0872,0.1164,0,0,1,0,0,0,1,0,1,2,0.0,26.72,0,0,-1.0,0.0448,0,0,0.4861,3,0.0989,3,2,Low Risk,1,At-Risk New Customers,26.72,989.4,52.0,89.0,1569.87,789.94
ID-001157,1,1,1,1,0.1944,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,3,0.8837,0.1753,1,0,0,0,1,1,0,0,1,5,0.0,106.34,1,0,0.7,0.1718,0,0,0.8056,6,0.6003,6,1,Moderate Risk,3,Low Engagement Churn Risk,106.37,1490.0500000000002,64.0,78.0,5742.01,2901.0
ID-001158,0,0,1,0,0.3056,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,3,0.2006,0.0986,1,0,0,0,1,1,0,1,1,2,0.3333,38.05,0,0,1.5,0.0613,0,0,0.6944,4,0.1598,4,1,High Risk,3,Low Engagement Churn Risk,38.06,838.0999999999999,48.0,70.0,1909.41,984.7
ID-001159,0,1,0,1,0.5417,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0.3819,0.258,0,0,1,0,1,1,0,0,1,5,0.0,56.18,0,0,0.7,0.2069,0,0,0.4583,6,0.3323,6,1,Moderate Risk,3,Low Engagement Churn Risk,56.190000000000005,2193.0,39.0,78.0,3033.22,1546.61
ID-001160,0,1,1,0,0.6389,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0.4993,0.368,0,0,1,0,0,0,0,0,1,3,0.0,67.92,0,1,-2.0,0.319,0,0,0.3611,4,0.4468,4,2,Low Risk,0,Stable Value Seekers,67.93,3128.0,65.0,111.0,4541.93,2290.96
ID-001161,0,1,0,1,0.2222,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0.8263,0.1896,0,0,0,0,0,0,0,1,1,2,0.3333,100.61,1,0,-2.0,0.1836,0,0,0.7778,4,0.5716,4,2,Low Risk,1,At-Risk New Customers,100.63000000000001,1611.6,72.0,88.0,5870.76,2955.38
ID-001162,1,0,0,1,0.9583,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0.4421,0.5055,0,0,1,1,0,1,0,1,1,2,0.3333,62.2,0,1,-1.3,0.4237,0,0,0.0417,4,0.4675,4,3,Low Risk,0,Stable Value Seekers,62.21,4296.75,35.0,104.0,4010.77,2043.38
ID-001163,1,1,1,0,0.2222,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0.2354,0.0783,0,0,0,0,0,0,0,1,1,2,0.3333,41.53,0,0,-0.8,0.0523,0,0,0.7778,4,0.1726,4,1,Low Risk,1,At-Risk New Customers,41.54,665.55,71.0,87.0,2406.14,1223.07
ID-001164,1,1,1,0,0.625,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.2569,0.2315,1,0,1,0,1,0,1,1,1,2,0.3333,43.68,0,0,2.2,0.1606,1,0,0.375,4,0.2467,4,0,High Risk,3,Low Engagement Churn Risk,43.69,1967.75,18.0,63.0,2034.81,1022.4
ID-001165,1,1,1,0,0.8194,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,3,0.2492,0.2982,0,0,1,1,0,1,0,1,1,2,0.3333,42.91,0,0,-1.7,0.2042,0,0,0.1806,4,0.2688,4,4,Low Risk,0,Stable Value Seekers,42.92,2534.7000000000003,49.0,108.0,2826.62,1451.31
ID-001166,0,1,1,1,0.0278,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.3474,0.0124,0,1,0,0,1,0,1,1,1,4,0.6667,52.73,0,0,4.5,0.0097,1,1,0.9722,6,0.2134,6,0,Critical Risk,3,Low Engagement Churn Risk,52.74,105.39999999999999,38.0,40.0,1731.7,870.85
ID-001167,0,0,1,1,0.5417,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2,1,3,0.6115,0.3635,0,0,1,0,0,1,0,1,1,4,0.6667,79.13,0,1,-1.7,0.3312,0,0,0.4583,6,0.5123,6,3,Low Risk,0,Stable Value Seekers,79.15,3089.75,69.0,108.0,5212.64,2636.32
ID-001168,0,0,1,1,0.7917,1,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0.551,0.4906,0,0,1,1,0,0,1,1,1,2,0.3333,73.08,0,1,-0.2,0.4362,0,0,0.2083,4,0.5268,4,3,Moderate Risk,0,Stable Value Seekers,73.1,4170.099999999999,36.0,93.0,4412.46,2219.23
ID-001169,1,0,0,1,0.8194,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,3,0.7621,0.6545,0,0,1,1,0,1,0,1,1,1,0.1667,94.19,1,1,-1.7,0.6245,0,0,0.1806,3,0.7191,3,4,Low Risk,0,Stable Value Seekers,94.21,5563.25,49.0,108.0,6204.46,3140.23
ID-001170,1,0,0,1,0.0139,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.6289,0.0095,1,1,0,0,1,0,0,1,1,2,0.3333,80.87,1,0,2.7,0.0087,0,0,0.9861,4,0.3811,4,0,Critical Risk,3,Low Engagement Churn Risk,80.89,80.75,57.0,58.0,3546.92,1793.46
ID-001171,1,1,0,0,0.4028,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.468,0.2213,1,0,1,0,0,0,1,1,1,3,0.5,64.79,0,0,0.2,0.1885,0,0,0.5972,5,0.3693,5,1,Moderate Risk,3,Low Engagement Churn Risk,64.80000000000001,1881.05,54.0,83.0,3642.73,1826.36
ID-001172,0,0,0,0,0.5972,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0.8378,0.5153,0,0,1,0,1,1,0,1,1,2,0.3333,101.75,1,1,0.7,0.5003,0,0,0.4028,4,0.7088,4,1,Moderate Risk,3,Low Engagement Churn Risk,101.78,4380.05,35.0,78.0,5494.23,2777.12
ID-001173,0,1,0,0,0.5139,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0.1943,0.1631,0,0,1,0,1,0,0,1,1,3,0.5,37.42,0,0,1.2,0.0999,0,0,0.4861,5,0.1818,5,0,High Risk,3,Low Engagement Churn Risk,37.43,1386.35,36.0,73.0,1932.66,986.33
ID-001174,0,0,1,1,0.6806,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,2,1,2,0.801,0.566,0,0,1,1,0,1,0,1,1,1,0.1667,98.08,1,1,-1.7,0.5452,0,0,0.3194,3,0.707,3,4,Low Risk,0,Stable Value Seekers,98.10000000000001,4811.0,59.0,108.0,6460.65,3268.32
ID-001175,0,0,1,0,0.25,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0.3885,0.1205,0,0,0,0,1,1,0,1,1,3,0.5,56.84,0,0,1.5,0.0971,0,0,0.75,5,0.2813,5,1,High Risk,3,Low Engagement Churn Risk,56.85,1024.25,52.0,70.0,2852.08,1456.04
ID-001176,1,0,0,1,0.9444,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,1,1,0.866,0.8375,0,0,1,1,0,0,0,1,1,4,0.6667,104.57,1,1,-2.0,0.8179,0,0,0.0556,6,0.8546,6,3,Low Risk,0,Stable Value Seekers,104.6,7118.75,43.0,111.0,6993.76,3524.88
ID-001177,1,1,0,1,0.6528,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,0.9119,0.6042,0,0,1,0,0,1,0,0,1,3,0.0,109.16,1,1,-1.3,0.5953,0,0,0.3472,4,0.7888,4,2,Low Risk,0,Stable Value Seekers,109.19,5135.7,57.0,104.0,7039.64,3549.82
ID-001178,0,1,1,0,0.0278,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3,0.8204,0.0236,1,1,0,0,0,1,0,1,1,4,0.6667,100.02,1,0,0.2,0.0228,0,0,0.9722,6,0.5017,6,2,Moderate Risk,1,At-Risk New Customers,100.04,200.6,72.0,74.0,5213.38,2636.69
ID-001179,0,1,1,0,0.7917,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.9079,0.7301,0,0,1,1,0,0,1,1,1,3,0.5,108.76,1,1,1.0,0.7188,0,0,0.2083,5,0.8368,5,2,Moderate Risk,0,Stable Value Seekers,108.79,6205.849999999999,24.0,81.0,6019.88,3022.94
ID-001180,1,1,0,1,0.6806,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0.0189,0.1148,0,0,1,1,0,1,0,1,1,3,0.5,19.89,0,0,-1.3,0.0129,0,0,0.3194,5,0.0573,5,3,Low Risk,1,At-Risk New Customers,19.89,975.8,43.0,92.0,1192.72,634.36
ID-001181,1,1,0,0,0.8889,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,3,0.4639,0.4853,1,0,1,1,0,1,0,1,1,2,0.3333,64.38,0,1,-1.3,0.4124,0,0,0.1111,4,0.4725,4,3,Low Risk,0,Stable Value Seekers,64.39,4125.05,40.0,104.0,4151.32,2113.66
ID-001182,0,1,0,0,0.5139,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,0.8215,0.4363,0,0,1,0,0,1,0,0,1,1,0.0,100.13,1,1,-1.3,0.4222,0,0,0.4861,2,0.6674,2,2,Low Risk,2,High Value Loyalists,100.15,3708.55,72.0,109.0,6629.51,3344.76
ID-001183,1,1,1,0,0.5278,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,3,0.9973,0.5267,0,0,1,0,0,1,0,1,1,3,0.5,117.7,1,1,-1.3,0.5264,0,0,0.4722,5,0.8091,5,2,Low Risk,0,Stable Value Seekers,117.72999999999999,4476.95,66.0,104.0,7590.23,3825.12
