customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded
ID-001196,1,1,1,1,0.0556,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,0.2796,0.0216,0
ID-001197,1,1,1,0,0.5833,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.3442,0.2592,0
ID-001198,0,0,1,1,0.3333,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0.8754,0.2982,0
ID-001199,0,0,0,1,0.0972,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,3,0.4444,0.0515,0
ID-001200,1,0,1,1,0.4861,0,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,3,0.1601,0.1402,1
ID-001201,0,1,0,0,0.8472,1,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,3,0.3725,0.3969,0
ID-001202,1,1,1,1,0.2083,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.4487,0.111,1
ID-001203,1,0,0,0,0.625,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0.0099,0.1006,0
ID-001204,1,1,1,1,0.2222,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,2,0.3745,0.1045,0
ID-001205,1,1,1,0,0.875,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0.6342,0.604,0
ID-001206,0,0,0,1,0.4861,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,2,0.0573,0.0978,0
ID-001207,1,1,1,1,0.6944,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,0.4824,0.39,0
ID-001208,1,1,1,1,0.625,1,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,3,0.7295,0.4819,0
ID-001209,1,1,1,0,1.0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.5736,0.6389,0
ID-001210,1,0,1,1,0.6389,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.4304,0.3306,0
ID-001211,1,0,1,0,0.2361,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.1603,0.0681,0
ID-001212,0,1,1,1,0.7083,0,0,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,3,0.1109,0.1747,0
ID-001213,0,0,0,1,0.75,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0.0901,0.1718,0
ID-001214,0,1,0,0,0.6806,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0.3491,0.3053,0
ID-001215,1,1,1,0,0.5139,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0.1802,0.1569,0
ID-001216,0,1,0,1,0.2917,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0.2871,0.1155,1
ID-001217,0,1,1,1,0.2917,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2,0.359,0.1333,1
ID-001218,1,1,0,0,0.0139,1,1,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0.9796,0.0137,1
ID-001219,1,1,0,1,0.3889,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0.4771,0.2167,0
ID-001220,0,1,1,0,0.8056,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,3,0.0512,0.1579,0
ID-001221,1,0,1,1,0.5278,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2,0.8826,0.4754,0
ID-001222,1,1,0,0,0.9861,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0.3852,0.4725,0
ID-001223,0,0,0,0,0.6944,1,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0.4831,0.3904,0
ID-001224,1,1,0,1,0.8889,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0.431,0.4605,0
ID-001225,0,1,1,0,0.5694,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,2,0.8485,0.4965,0
ID-001226,1,0,1,1,0.0972,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0.7627,0.0777,0
ID-001227,0,1,1,0,0.5694,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0.9661,0.5533,1
ID-001228,1,1,1,0,0.9444,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0.6872,0.6943,0
ID-001229,1,1,0,1,0.6667,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0.599,0.4403,0
ID-001230,0,1,1,1,0.125,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0.466,0.0685,0
ID-001231,1,0,1,0,0.6667,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.6507,0.4695,0
ID-001232,1,0,0,1,0.0694,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.4464,0.0369,1
ID-001233,1,1,0,1,0.0278,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,2,0.4577,0.015,0
ID-001234,1,1,0,1,0.2222,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0.0156,0.0369,0
ID-001235,0,0,1,0,0.6667,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0.6304,0.458,1
ID-001236,0,0,0,1,0.0278,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0.5858,0.018,1
ID-001237,0,0,0,1,0.2222,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.9186,0.207,0
ID-001238,0,1,0,1,0.7083,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0.8273,0.6049,0
ID-001239,0,1,1,1,0.7083,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,3,0.807,0.5927,0
ID-001240,0,0,1,1,0.3194,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0.1658,0.0937,0
ID-001241,0,1,0,1,0.2639,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0.5882,0.1719,0
ID-001242,1,0,1,1,0.4444,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0.5254,0.2658,0
ID-001243,1,1,0,1,0.5278,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,1,3,0.0497,0.1028,0
ID-001244,1,1,1,0,0.875,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,3,0.3215,0.372,0
ID-001245,1,1,0,0,0.0972,1,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0.5188,0.0576,0
ID-001246,1,0,0,0,0.7083,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.5341,0.4288,0
ID-001247,1,1,0,0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,3,0.3097,0.0,1
ID-001248,1,1,1,1,0.875,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.1965,0.2793,0
ID-001249,0,0,0,0,0.125,0,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,3,0.591,0.0817,0
ID-001250,0,0,1,1,0.875,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,0.4314,0.4536,0
ID-001251,0,1,1,1,0.1528,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0.4834,0.0859,1
ID-001252,0,1,1,0,0.1389,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.7291,0.107,0
ID-001253,1,0,1,1,0.4306,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0.8926,0.3915,1
ID-001254,1,1,0,1,0.2778,1,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0.7674,0.2231,0
ID-001255,0,0,1,1,0.5972,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0.0905,0.137,0
ID-001256,1,0,1,0,0.0278,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0.5033,0.0161,1
ID-001257,1,0,1,1,0.6806,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0.3787,0.3224,0
ID-001258,0,1,0,0,0.8056,0,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,0.7989,0.6685,0
ID-001259,1,0,0,0,0.2361,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.9188,0.2199,0
ID-001260,0,0,1,1,0.4306,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2,1,3,0.3268,0.185,0
ID-001261,1,1,0,1,0.6806,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2,0.5171,0.4022,0
ID-001262,1,0,1,1,0.75,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.2661,0.2836,1
ID-001263,1,0,0,1,0.2778,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,2,0.6888,0.2046,0
ID-001264,1,1,1,0,0.2361,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2,0.8633,0.2088,0
ID-001265,1,1,0,0,0.5,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.926,0.4688,1
ID-001266,0,1,1,0,0.6528,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,3,0.1494,0.1823,0
ID-001267,0,0,0,1,0.0139,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,1,0.2964,0.0056,0
ID-001268,1,1,0,1,0.7778,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0.2305,0.2707,0
ID-001269,0,1,0,1,0.5694,0,0,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0.3077,0.2354,0
ID-001270,1,0,1,1,0.1389,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0.7587,0.1105,0
ID-001271,0,0,0,1,0.9861,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0.4601,0.5352,0
ID-001272,0,0,1,1,0.3194,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,2,0.1639,0.0932,0
ID-001273,1,1,0,1,0.3194,0,1,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.8689,0.284,0
ID-001274,1,0,1,0,0.3889,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0.7211,0.2971,0
ID-001275,0,0,1,0,0.2361,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,3,0.2125,0.0786,0
ID-001276,0,0,1,1,0.7778,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0.3237,0.3321,0
ID-001277,0,0,0,1,0.2222,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,3,0.4929,0.1268,0
ID-001278,1,0,0,0,0.4167,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0.3786,0.1973,1
ID-001279,0,1,1,1,0.7639,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0.4733,0.4231,1
ID-001280,1,1,1,1,0.625,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0.6345,0.4316,0
ID-001281,1,1,1,0,0.125,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,3,0.2578,0.0464,0
ID-001282,0,0,0,0,0.3889,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,3,0.9757,0.381,0
ID-001283,1,1,0,0,0.3194,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.6853,0.2343,0
ID-001284,0,0,1,0,0.9028,1,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0.7746,0.7306,0
ID-001285,0,1,0,0,0.4444,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3,0.5757,0.2847,0
ID-001286,1,1,1,0,0.7778,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0.1542,0.2204,0
ID-001287,0,1,0,1,0.8889,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0.4065,0.442,0
ID-001288,0,1,0,0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,3,0.0523,0.0,0
ID-001289,0,0,1,1,0.5278,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0.2601,0.1969,0
ID-001290,0,0,1,1,0.0278,1,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.9586,0.0268,0
ID-001291,1,0,0,0,0.9444,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0.2234,0.323,0
ID-001292,1,1,0,0,0.4722,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,3,0.1095,0.1159,1
ID-001293,1,0,0,0,0.875,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0.6404,0.6086,0
ID-001294,1,1,1,1,0.9306,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0.6007,0.6159,0
ID-001295,1,1,1,1,0.7639,1,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,2,0.4604,0.4148,0
ID-001296,1,0,0,0,0.9028,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0.8062,0.7548,0
ID-001297,1,0,0,1,0.9167,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.2099,0.303,0
ID-001298,0,1,1,1,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2,0.8867,0.2261,0
ID-001299,0,0,0,0,0.0417,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0.981,0.041,0
ID-001300,1,1,1,0,0.7917,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,2,0.5811,0.5108,0
ID-001301,1,1,0,0,0.1111,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0.3205,0.0471,0
ID-001302,1,0,0,1,0.8472,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0.3987,0.4157,0
ID-001303,1,1,1,1,0.6806,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0.8476,0.5928,0
ID-001304,1,1,1,0,0.9861,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0.144,0.2709,0
ID-001305,1,0,1,1,0.7222,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0.8626,0.6383,0
ID-001306,0,0,0,1,0.5556,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0.4401,0.2921,0
ID-001307,0,0,1,1,0.125,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,3,0.3115,0.0521,0
ID-001308,1,1,1,0,0.6944,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0.8193,0.5883,0
ID-001309,1,1,1,0,0.7222,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0.9766,0.7081,0
ID-001310,1,1,1,1,0.2083,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0.3552,0.0945,0
ID-001311,0,1,1,0,0.5278,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.6427,0.3681,1
ID-001312,0,1,1,0,0.6806,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2,1,2,0.8469,0.5924,0
ID-001313,0,1,1,1,0.7778,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0.0029,0.1206,1
ID-001314,1,0,0,0,0.0972,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0.7054,0.073,1
ID-001315,0,0,0,0,0.6111,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0.9695,0.5955,0
ID-001316,1,0,1,1,0.7222,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.4356,0.3769,0
ID-001317,1,1,0,0,0.9583,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0.0396,0.1785,0
ID-001318,0,1,0,0,0.7083,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0.1203,0.1804,0
ID-001319,0,1,1,1,0.6806,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0.2464,0.246,0
ID-001320,1,1,0,0,0.5278,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0.6081,0.3526,0
ID-001321,0,0,1,0,0.9444,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.9109,0.8734,0
ID-001322,1,0,0,1,0.1528,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0.1145,0.0382,0
ID-001323,0,0,1,1,0.7639,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0.425,0.3918,0
ID-001324,0,0,1,1,0.1111,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,3,0.2503,0.0405,0
ID-001325,1,0,1,1,0.2222,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.3308,0.0962,0
ID-001326,0,1,1,0,0.0139,1,0,1,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.4043,0.0069,0
ID-001327,1,1,1,1,0.5139,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,3,0.7885,0.4219,0
ID-001328,0,0,0,1,0.25,1,0,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0.1287,0.0654,1
ID-001329,0,0,1,0,0.125,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0.1139,0.0312,0
ID-001330,0,0,0,0,0.4444,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0.3356,0.1943,0
ID-001331,0,1,1,0,0.75,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.1934,0.2374,0
ID-001332,1,1,0,0,0.7083,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0.8351,0.6095,0
ID-001333,0,1,1,0,0.0972,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0.6198,0.0659,0
ID-001334,0,0,0,1,0.4028,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,3,0.3382,0.177,0
ID-001335,0,1,0,0,0.8056,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1,3,0.8637,0.7127,0
ID-001336,1,0,1,1,0.1667,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,1,1,0.3934,0.081,0
ID-001337,1,0,1,0,0.1528,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0.0292,0.0271,1
ID-001338,0,1,0,0,0.2361,1,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.3867,0.1134,0
ID-001339,0,0,1,1,0.2917,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,2,0.3887,0.1406,0
ID-001340,1,0,0,1,0.1944,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3,0.1816,0.0596,0
ID-001341,0,1,1,1,0.1806,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0.9562,0.1739,1
ID-001342,0,0,1,1,0.8333,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3,0.9179,0.7756,0
ID-001343,0,0,1,1,0.125,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0.9943,0.1244,1
ID-001344,1,1,0,0,0.7083,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9163,0.6583,0
ID-001345,1,1,1,0,0.5556,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0.1976,0.1778,0
ID-001346,0,0,1,1,0.1528,1,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.7909,0.1258,1
ID-001347,0,0,0,0,0.8056,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,2,0.8514,0.7043,0
ID-001348,0,1,1,1,0.9722,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.7888,0.7985,0
ID-001349,0,0,0,0,0.4167,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0.0824,0.0927,0
ID-001350,0,0,0,0,0.5417,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.8937,0.493,0
ID-001351,0,1,1,0,0.3889,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0.9815,0.3829,0
ID-001352,1,1,0,1,0.1528,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,3,0.4558,0.0824,0
ID-001353,0,0,0,1,0.3889,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3,0.0051,0.061,1
ID-001354,1,1,1,1,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.4718,0.0,0
ID-001355,1,1,0,0,0.0139,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2,0.5363,0.0084,0
ID-001356,1,0,1,0,0.4306,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,0.3471,0.1924,0
ID-001357,0,0,1,0,0.8611,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,3,0.5567,0.5378,1
ID-001358,1,1,1,1,0.2222,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0.7868,0.1821,0
ID-001359,1,0,1,1,0.3889,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2,0.0226,0.0668,0
ID-001360,0,1,0,0,0.4444,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0.9315,0.4188,0
