customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded,is_new_customer_0_6m,is_established_customer_24m,is_long_tenure_48m,is_month_to_month,is_auto_pay,is_electronic_check,has_internet,security_bundle,addon_count,internet_addon_adoption_rate,charges_per_tenure_month,high_monthly_charge,high_total_value,churn_risk_proxy,tenure_x_monthlycharges,mtm_x_echeck,new_x_fiber,recency_proxy,frequency_proxy,monetary_proxy,service_depth_proxy,commitment_proxy,risk_proxy_bucket,segment_id,segment_label
ID-000599,0,0,1,1,0.4028,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0.305,0.1656,0,0,1,0,0,0,0,1,0,0,0.0,48.49,0,0,-0.4,0.1229,0,0,0.5972,1,0.2492,1,2,Moderate Risk,2,High Value Loyalists
ID-000600,1,0,1,1,0.5278,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.8274,0.4508,1,0,1,0,1,0,1,1,0,1,0.1667,100.72,1,1,3.0,0.4367,1,0,0.4722,2,0.6768,2,0,Critical Risk,3,Low Engagement Churn Risk
ID-000601,0,0,0,1,0.5417,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0.0313,0.0971,0,0,1,0,0,0,1,0,0,0,0.0,21.13,0,0,1.0,0.017,0,0,0.4583,0,0.0576,0,1,Moderate Risk,2,High Value Loyalists
ID-000602,0,0,1,1,0.9444,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,2,0.4636,0.5153,0,0,1,1,0,1,0,1,0,1,0.1667,64.35,0,1,-0.9,0.4378,0,0,0.0556,2,0.4843,2,4,Low Risk,0,Stable Value Seekers
ID-000603,0,1,1,0,0.4861,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,2,0.3618,0.2233,0,0,1,0,0,1,0,0,1,3,0.0,54.17,0,0,-2.5,0.1759,0,0,0.5139,4,0.3064,4,3,Low Risk,1,At-Risk New Customers
ID-000604,1,1,0,1,0.625,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0.4803,0.3499,0,0,1,0,0,0,0,1,1,3,0.5,66.02,0,0,-2.0,0.3002,0,0,0.375,5,0.4281,5,2,Low Risk,1,At-Risk New Customers
ID-000605,0,0,1,1,0.3056,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0.1469,0.0847,0,0,0,0,0,0,1,1,1,2,0.3333,32.69,0,0,-0.2,0.0449,0,0,0.6944,4,0.122,4,2,Moderate Risk,1,At-Risk New Customers
ID-000606,0,0,0,0,0.625,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5406,0.3818,1,0,1,0,1,0,0,1,1,4,0.6667,72.04,0,1,1.2,0.3379,0,0,0.375,6,0.4771,6,0,High Risk,3,Low Engagement Churn Risk
ID-000607,1,1,0,1,0.5694,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2,0.6072,0.38,0,0,1,0,0,1,0,1,1,1,0.1667,78.7,0,1,-1.3,0.3457,0,0,0.4306,3,0.5163,3,2,Low Risk,0,Stable Value Seekers
ID-000608,1,0,1,1,0.9028,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,1,2,0.7837,0.7376,0,0,1,1,0,1,0,1,1,2,0.3333,96.35,1,1,-1.7,0.7075,0,0,0.0972,4,0.7653,4,4,Low Risk,0,Stable Value Seekers
ID-000609,0,0,1,0,0.8333,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,3,0.6594,0.593,0,0,1,1,0,1,0,1,1,3,0.5,83.92,1,1,-2.5,0.5495,0,0,0.1667,5,0.6328,5,4,Low Risk,0,Stable Value Seekers
ID-000610,1,1,1,0,0.7222,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.362,0.3319,0,0,1,1,0,0,1,1,0,0,0.0,54.19,0,0,1.0,0.2614,0,0,0.2778,1,0.35,1,2,Moderate Risk,2,High Value Loyalists
ID-000611,1,0,0,0,0.2083,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0.0815,0.0462,1,0,0,0,0,0,0,0,1,3,0.0,26.15,0,0,-0.8,0.017,0,0,0.7917,4,0.0674,4,1,Low Risk,1,At-Risk New Customers
ID-000612,1,1,0,1,0.0417,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0.6902,0.0307,0,1,0,0,1,0,0,0,0,1,0.0,87.0,1,0,3.5,0.0288,0,0,0.9583,1,0.4264,1,0,Critical Risk,2,High Value Loyalists
ID-000613,1,1,1,1,0.0694,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0.0738,0.0149,0,1,0,0,0,1,0,1,0,0,0.0,25.38,0,0,1.0,0.0051,0,0,0.9306,1,0.0502,1,2,Moderate Risk,2,High Value Loyalists
ID-000614,1,0,0,0,0.8056,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.3795,0.3821,0,0,1,1,0,0,0,0,1,3,0.0,55.94,0,1,-0.8,0.3057,0,0,0.1944,4,0.3805,4,2,Low Risk,0,Stable Value Seekers
ID-000615,1,0,1,0,0.3611,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,0.4306,0.1869,0,0,1,0,0,1,0,1,1,2,0.3333,61.05,0,0,-0.5,0.1555,0,0,0.6389,4,0.3331,4,2,Low Risk,1,At-Risk New Customers
ID-000616,0,0,1,0,0.25,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,1,1,0.096,0.0585,0,0,0,0,0,0,0,1,1,2,0.3333,27.6,0,0,-1.2,0.024,0,0,0.75,4,0.081,4,2,Low Risk,1,At-Risk New Customers
ID-000617,1,0,0,1,0.5139,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0.9183,0.4785,0,0,1,0,0,0,1,1,1,2,0.3333,109.8,1,1,-1.0,0.4719,0,0,0.4861,4,0.7424,4,2,Low Risk,0,Stable Value Seekers
ID-000618,0,1,1,1,0.5833,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0.2762,0.2256,0,0,1,0,0,0,1,0,1,2,0.0,45.61,0,0,-1.0,0.1611,0,0,0.4167,3,0.256,3,2,Low Risk,1,At-Risk New Customers
ID-000619,1,0,1,0,0.3472,1,1,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0.2654,0.1311,0,0,1,0,1,1,0,1,0,1,0.1667,44.53,0,0,2.3,0.0921,0,0,0.6528,2,0.2117,2,1,High Risk,2,High Value Loyalists
ID-000620,1,1,0,1,0.3056,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,2,0.0388,0.0567,0,0,0,0,0,1,0,0,0,0,0.0,21.88,0,0,-1.7,0.0119,0,0,0.6944,0,0.046,0,3,Low Risk,2,High Value Loyalists
ID-000621,1,1,1,0,0.625,0,0,0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.5436,0.3834,0,0,1,0,0,0,1,1,1,2,0.3333,72.34,0,1,1.0,0.3398,0,0,0.375,4,0.4795,4,1,Moderate Risk,3,Low Engagement Churn Risk
ID-000622,0,0,1,0,0.2222,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,3,0.7739,0.1797,0,0,0,0,0,1,0,0,0,0,0.0,95.37,1,0,-0.5,0.172,0,0,0.7778,0,0.5362,0,2,Low Risk,2,High Value Loyalists
ID-000623,1,0,1,1,0.75,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0.3988,0.368,0,0,1,1,1,1,0,1,1,2,0.3333,57.87,0,1,0.7,0.2991,0,0,0.25,4,0.3865,4,2,Moderate Risk,0,Stable Value Seekers
ID-000624,1,0,0,1,0.0278,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0.8026,0.0231,1,1,0,0,1,1,0,1,1,2,0.3333,98.24,1,0,2.2,0.0223,0,0,0.9722,4,0.4908,4,1,High Risk,3,Low Engagement Churn Risk
ID-000625,1,1,1,1,0.9722,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.7335,0.7529,1,0,1,1,1,0,1,1,1,2,0.3333,91.33,1,1,3.0,0.7131,1,0,0.0278,4,0.7413,4,1,Critical Risk,3,Low Engagement Churn Risk
ID-000626,1,0,1,0,0.7083,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,2,0.1312,0.1869,0,0,1,1,0,1,0,1,1,2,0.3333,31.12,0,0,-1.7,0.0929,0,0,0.2917,4,0.1535,4,4,Low Risk,0,Stable Value Seekers
ID-000627,0,1,0,0,0.0278,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.3023,0.0114,1,1,0,0,0,0,0,1,0,1,0.1667,48.22,0,0,2.3,0.0084,0,1,0.9722,2,0.1859,2,1,High Risk,2,High Value Loyalists
ID-000628,0,1,1,0,0.0278,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,1,3,0.9935,0.0276,0,1,0,0,0,1,0,1,1,1,0.1667,117.32,1,0,-1.0,0.0276,0,0,0.9722,3,0.6071,3,3,Low Risk,1,At-Risk New Customers
ID-000629,0,1,0,1,0.5833,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0.1438,0.1602,1,0,1,0,0,0,1,1,1,1,0.1667,32.38,0,0,-0.2,0.0839,0,0,0.4167,3,0.1504,3,2,Moderate Risk,1,At-Risk New Customers
ID-000630,0,0,0,0,0.5972,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0.8346,0.5137,1,0,1,0,1,1,0,0,0,0,0.0,101.43,1,1,1.5,0.4984,0,0,0.4028,0,0.7062,0,1,High Risk,2,High Value Loyalists
ID-000631,1,1,1,1,0.9861,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0.859,0.8685,1,0,1,1,0,0,1,1,1,2,0.3333,103.87,1,1,-0.2,0.8471,0,0,0.0139,4,0.8628,4,3,Moderate Risk,0,Stable Value Seekers
ID-000632,0,1,0,0,0.9306,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,3,0.4873,0.5265,0,0,1,1,0,1,0,1,1,2,0.3333,66.72,0,1,-2.5,0.4535,0,0,0.0694,4,0.503,4,4,Low Risk,0,Stable Value Seekers
ID-000633,1,0,0,0,0.6528,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,3,0.5196,0.3871,0,0,1,0,0,1,0,1,1,3,0.5,69.94,0,1,-1.3,0.3392,0,0,0.3472,5,0.4666,5,2,Low Risk,0,Stable Value Seekers
ID-000634,1,0,0,1,0.3333,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0.1994,0.1072,0,0,1,0,1,1,0,1,1,2,0.3333,37.93,0,0,0.7,0.0665,0,0,0.6667,4,0.1625,4,1,Moderate Risk,3,Low Engagement Churn Risk
ID-000635,1,0,0,1,0.5417,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,0.3674,0.2514,0,0,1,0,0,1,0,0,1,2,0.0,54.73,0,0,-1.3,0.199,0,0,0.4583,3,0.321,3,2,Low Risk,1,At-Risk New Customers
ID-000636,1,0,1,1,0.6806,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,2,0.3303,0.2944,0,0,1,1,0,1,0,0,1,2,0.0,51.02,0,0,-2.5,0.2248,0,0,0.3194,3,0.3159,3,4,Low Risk,0,Stable Value Seekers
ID-000637,0,0,0,0,0.0833,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,3,0.137,0.0224,0,1,0,0,0,1,0,0,0,1,0.0,31.7,0,0,1.0,0.0114,0,0,0.9167,1,0.0912,1,2,Moderate Risk,2,High Value Loyalists
ID-000638,1,1,0,0,0.375,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,2,0.9557,0.361,0,0,1,0,0,1,0,0,1,1,0.0,113.54,1,1,-2.5,0.3584,0,0,0.625,2,0.7178,2,3,Low Risk,0,Stable Value Seekers
ID-000639,1,0,0,0,0.75,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,0.2139,0.2504,0,0,1,1,0,0,0,1,1,2,0.3333,39.38,0,0,-2.0,0.1604,0,0,0.25,4,0.2285,4,3,Low Risk,0,Stable Value Seekers
ID-000640,1,1,0,0,0.4722,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,3,0.0335,0.0855,0,0,1,0,0,1,0,1,1,1,0.1667,21.35,0,0,-1.3,0.0158,0,0,0.5278,3,0.0543,3,2,Low Risk,1,At-Risk New Customers
ID-000641,1,0,0,1,0.1806,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.0382,0.0334,0,0,0,0,1,0,0,0,1,2,0.0,21.82,0,0,1.2,0.0069,0,0,0.8194,3,0.0363,3,0,High Risk,3,Low Engagement Churn Risk
ID-000642,1,0,1,1,0.0278,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,2,0.3328,0.0121,0,1,0,0,0,1,0,0,1,3,0.0,51.27,0,0,-1.0,0.0093,0,0,0.9722,4,0.2045,4,3,Low Risk,1,At-Risk New Customers
ID-000643,0,1,0,1,0.0694,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3,0.2756,0.0268,1,1,0,0,1,1,0,1,1,3,0.5,45.55,0,0,3.0,0.0191,0,1,0.9306,5,0.1761,5,1,Critical Risk,3,Low Engagement Churn Risk
ID-000644,1,1,0,1,0.1528,1,1,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0.1858,0.0474,0,0,0,0,0,0,1,1,1,3,0.5,36.57,0,0,-0.2,0.0284,0,0,0.8472,5,0.1304,5,2,Moderate Risk,1,At-Risk New Customers
ID-000645,0,0,0,1,0.3056,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,0,2,0.2791,0.1189,0,0,0,0,0,1,0,1,1,2,0.3333,45.9,0,0,-2.5,0.0853,0,0,0.6944,4,0.215,4,3,Low Risk,1,At-Risk New Customers
ID-000646,0,0,1,0,0.9167,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0.4498,0.4895,0,0,1,1,0,0,0,1,1,2,0.3333,62.97,0,1,-1.2,0.4123,0,0,0.0833,4,0.4657,4,3,Low Risk,0,Stable Value Seekers
ID-000647,1,1,0,1,0.8194,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.2609,0.3063,0,0,1,1,1,0,0,1,1,2,0.3333,44.08,0,0,1.2,0.2138,0,0,0.1806,4,0.2791,4,1,High Risk,3,Low Engagement Churn Risk
ID-000648,0,0,0,0,0.5972,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.6481,0.4193,0,0,1,0,1,0,0,1,1,1,0.1667,82.79,1,1,1.2,0.387,0,0,0.4028,3,0.5566,3,0,High Risk,3,Low Engagement Churn Risk
ID-000649,0,1,1,1,0.5972,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,2,0.4827,0.3356,0,0,1,0,0,1,0,1,1,2,0.3333,66.26,0,0,-0.5,0.2883,0,0,0.4028,4,0.4239,4,2,Low Risk,0,Stable Value Seekers
ID-000650,1,1,1,1,1.0,1,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2,0.7521,0.7902,1,0,1,1,1,1,0,1,1,4,0.6667,93.19,1,1,1.5,0.7521,0,0,0.0,6,0.7673,6,2,High Risk,0,Stable Value Seekers
ID-000651,0,0,0,1,0.3611,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0.4366,0.1888,0,0,1,0,0,0,0,1,0,1,0.1667,61.65,0,0,-0.4,0.1577,0,0,0.6389,2,0.3375,2,2,Moderate Risk,2,High Value Loyalists
ID-000652,1,1,1,1,0.1667,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0.3877,0.0802,0,0,0,0,0,0,0,1,0,1,0.1667,56.76,0,0,0.0,0.0646,0,0,0.8333,2,0.2647,2,1,Moderate Risk,2,High Value Loyalists
ID-000653,0,0,1,0,0.6944,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0.9149,0.6446,0,0,1,1,0,0,0,1,1,1,0.1667,109.46,1,1,-1.2,0.6353,0,0,0.3056,3,0.8068,3,3,Low Risk,0,Stable Value Seekers
ID-000654,1,1,0,1,0.0556,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0.2611,0.0208,1,1,0,0,0,0,0,1,1,1,0.1667,44.1,0,0,1.5,0.0145,0,1,0.9444,3,0.165,3,1,High Risk,3,Low Engagement Churn Risk
ID-000655,0,1,0,0,0.8056,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,3,0.0116,0.1309,0,0,1,1,0,1,0,1,1,3,0.5,19.16,0,0,-2.5,0.0093,0,0,0.1944,5,0.0593,5,4,Low Risk,0,Stable Value Seekers
ID-000656,0,0,0,1,0.9444,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0.7598,0.7525,0,0,1,1,0,0,1,1,1,3,0.5,93.96,1,1,-0.2,0.7176,0,0,0.0556,5,0.7569,5,3,Moderate Risk,0,Stable Value Seekers
ID-000657,0,0,0,1,0.6389,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,2,0.0501,0.1247,0,0,1,0,0,1,0,1,0,1,0.1667,23.01,0,0,-1.7,0.032,0,0,0.3611,2,0.0799,2,3,Low Risk,2,High Value Loyalists
ID-000658,0,0,0,0,0.1944,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,3,0.3573,0.0886,0,0,0,0,1,1,0,1,1,3,0.5,53.72,0,0,1.5,0.0695,0,0,0.8056,5,0.2498,5,1,High Risk,3,Low Engagement Churn Risk
ID-000659,0,1,0,0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0.4585,0.5413,0,0,1,1,1,1,0,1,1,3,0.5,63.84,0,1,0.7,0.4585,0,0,0.0,5,0.4916,5,2,Moderate Risk,0,Stable Value Seekers
ID-000660,0,0,1,0,0.1389,0,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.8372,0.1198,1,0,0,0,0,0,1,1,1,1,0.1667,101.69,1,0,1.0,0.1163,0,0,0.8611,3,0.5502,3,1,Moderate Risk,3,Low Engagement Churn Risk
ID-000661,0,0,0,0,0.0694,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0.6048,0.0462,0,1,0,0,1,1,0,1,1,4,0.6667,78.46,0,0,2.2,0.042,0,0,0.9306,6,0.3814,6,1,High Risk,3,Low Engagement Churn Risk
ID-000662,0,1,0,1,0.5694,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0.2212,0.1937,0,0,1,0,0,1,0,0,0,1,0.0,40.11,0,0,-1.7,0.126,0,0,0.4306,1,0.2102,1,3,Low Risk,2,High Value Loyalists
ID-000663,1,1,0,0,0.8194,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.8547,0.7188,0,0,1,1,0,0,0,0,1,1,0.0,103.44,1,1,-0.8,0.7003,0,0,0.1806,2,0.8003,2,2,Low Risk,0,Stable Value Seekers
ID-000664,1,1,0,0,0.5139,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,3,0.7511,0.4056,0,0,1,0,0,1,0,1,1,2,0.3333,93.09,1,1,-0.5,0.386,0,0,0.4861,4,0.6129,4,2,Low Risk,0,Stable Value Seekers
ID-000665,0,0,0,0,0.2083,1,1,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0.097,0.0489,0,0,0,0,1,0,0,1,0,0,0.0,27.7,0,0,2.8,0.0202,0,0,0.7917,1,0.0778,1,0,Critical Risk,2,High Value Loyalists
ID-000666,0,0,0,0,0.1806,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,2,0.6644,0.1293,0,0,0,0,0,1,0,0,0,1,0.0,84.42,1,0,-1.7,0.12,0,0,0.8194,1,0.4504,1,3,Low Risk,2,High Value Loyalists
ID-000667,1,1,1,1,0.5833,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,1,0.7631,0.4664,0,0,1,0,0,0,0,0,1,3,0.0,94.29,1,1,-2.0,0.4451,0,0,0.4167,4,0.6444,4,2,Low Risk,0,Stable Value Seekers
ID-000668,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0.6257,0.683,0,0,1,1,0,0,1,1,1,3,0.5,80.55,1,1,-1.0,0.6257,0,0,0.0,5,0.6486,5,3,Low Risk,0,Stable Value Seekers
ID-000669,1,0,0,1,0.1111,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0.8947,0.1012,0,0,0,0,1,1,0,1,1,3,0.5,107.44,1,0,0.7,0.0994,0,0,0.8889,5,0.5773,5,1,Moderate Risk,3,Low Engagement Churn Risk
ID-000670,1,0,0,0,0.0556,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3,0.6822,0.0406,0,1,0,0,0,1,0,1,1,2,0.3333,86.2,1,0,0.2,0.0379,0,0,0.9444,4,0.4256,4,2,Moderate Risk,1,At-Risk New Customers
ID-000671,1,1,1,0,0.7083,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,3,0.7168,0.5385,0,0,1,1,0,1,0,1,1,4,0.6667,89.66,1,1,-2.5,0.5077,0,0,0.2917,6,0.6455,6,4,Low Risk,0,Stable Value Seekers
ID-000672,0,1,0,0,0.3611,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0.2646,0.1361,0,0,1,0,0,0,1,1,1,3,0.5,44.45,0,0,0.2,0.0955,0,0,0.6389,5,0.2132,5,1,Moderate Risk,3,Low Engagement Churn Risk
ID-000673,0,1,1,1,0.5,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0.0259,0.0873,0,0,1,0,0,1,0,0,0,0,0.0,20.59,0,0,-0.5,0.013,0,0,0.5,0,0.0505,0,2,Low Risk,2,High Value Loyalists
ID-000674,0,1,0,1,0.4028,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0.028,0.071,0,0,1,0,1,1,0,1,1,2,0.3333,20.8,0,0,1.5,0.0113,0,0,0.5972,4,0.0452,4,1,High Risk,3,Low Engagement Churn Risk
ID-000675,0,1,1,0,0.9167,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0.3745,0.4309,0,0,1,1,0,0,0,0,1,2,0.0,55.44,0,1,-0.8,0.3433,0,0,0.0833,3,0.3971,3,2,Low Risk,0,Stable Value Seekers
ID-000676,1,0,0,1,0.2083,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,3,0.6502,0.1466,0,0,0,0,0,1,0,1,1,1,0.1667,83.0,1,0,-1.3,0.1354,0,0,0.7917,3,0.4488,3,2,Low Risk,1,At-Risk New Customers
ID-000677,1,1,1,0,0.9444,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,0.8729,0.843,1,0,1,1,1,1,0,0,1,1,0.0,105.26,1,1,0.7,0.8244,0,0,0.0556,2,0.8609,2,2,Moderate Risk,2,High Value Loyalists
ID-000678,0,0,0,1,0.1528,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0.7433,0.1196,0,0,0,0,0,0,1,1,1,2,0.3333,92.31,1,0,-0.2,0.1136,0,0,0.8472,4,0.4938,4,2,Moderate Risk,1,At-Risk New Customers
ID-000679,0,1,1,0,0.1944,1,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0.442,0.1025,1,0,0,0,0,0,0,1,0,1,0.1667,62.19,0,0,0.8,0.0859,0,0,0.8056,2,0.3062,2,1,Moderate Risk,2,High Value Loyalists
ID-000680,0,1,0,1,0.4444,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,2,0.7548,0.3522,0,0,1,0,0,1,0,1,1,1,0.1667,93.46,1,0,-2.5,0.3354,0,0,0.5556,3,0.5938,3,3,Low Risk,0,Stable Value Seekers
ID-000681,0,1,0,1,0.7778,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0.1115,0.1923,1,0,1,1,1,1,0,1,0,1,0.1667,29.15,0,0,2.3,0.0867,0,0,0.2222,2,0.1438,2,2,High Risk,2,High Value Loyalists
