customerID,gender,SeniorCitizen,Partner,Dependent,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-001950,Female,1,Yes,Yes,45,No,No phone service,No,Yes,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,53.56,2410.2,No
ID-001951,Male,1,Yes,Yes,71,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,100.04,7102.84,No
ID-001952,Female,0,Yes,No,20,No,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,27.35,547.0,No
ID-001953,Male,0,Yes,Yes,11,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,21.34,234.74,No
ID-001954,Female,0,Yes,Yes,27,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,112.04,3025.08,No
ID-001955,Male,1,No,No,36,No,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,113.26,4077.36,No
ID-001956,Female,1,No,No,37,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,36.63,1355.31,No
ID-001957,Male,1,No,Yes,63,No,No,DSL,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,77.93,4909.59,No
ID-001958,Male,1,Yes,Yes,39,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,111.23,4337.97,No
ID-001959,Male,1,No,No,48,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,97.22,4666.56,No
ID-001960,Male,0,Yes,Yes,17,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,44.63,758.71,No
ID-001961,Female,1,Yes,Yes,65,No,No,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Bank transfer,59.37,3859.05,No
ID-001962,Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer,68.24,3957.92,No
ID-001963,Male,1,Yes,No,27,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,114.81,3099.87,No
ID-001964,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,26.78,508.82,No
ID-001965,Male,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,58.88,2531.84,No
ID-001966,Female,0,No,Yes,52,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,89.02,4629.04,No
ID-001967,Male,1,No,No,5,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,21.82,109.1,No
ID-001968,Male,1,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,79.64,3504.16,No
ID-001969,Male,0,Yes,No,28,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,22.01,616.28,No
ID-001970,Female,0,Yes,Yes,31,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,26.27,814.37,No
ID-001971,Male,1,No,No,45,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,51.98,2339.1,No
ID-001972,Male,0,No,No,18,No,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.47,1142.46,No
ID-001973,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer,63.36,3104.64,No
ID-001974,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,105.09,1050.9,No
ID-001975,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,92.99,4835.48,No
ID-001976,Female,1,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,22.99,275.88,No
ID-001977,Female,0,No,No,59,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,88.06,5195.54,No
ID-001978,Male,0,Yes,No,7,Yes,No,No,No internet service,No,No,No internet service,Yes,No,One year,No,Bank transfer,29.13,203.91,No
ID-001979,Male,0,Yes,Yes,4,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,53.46,213.84,No
ID-001980,Female,1,No,Yes,9,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,66.81,601.29,No
ID-001981,Female,1,Yes,No,42,No,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Credit card,75.09,3153.78,No
ID-001982,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,83.26,1498.68,No
ID-001983,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,116.99,350.97,No
ID-001984,Female,1,No,No,51,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,84.68,4318.68,No
ID-001985,Female,1,No,Yes,13,No,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,74.32,966.16,No
ID-001986,Male,0,No,No,19,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,21.69,412.11,No
ID-001987,Female,1,No,No,5,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,22.87,114.35,No
ID-001988,Female,1,Yes,No,65,No,No phone service,No,No,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,62.93,4090.45,No
ID-001989,Male,0,Yes,No,22,No,No,No,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,53.07,1167.54,No
ID-001990,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,39.08,937.92,No
ID-001991,Male,1,Yes,Yes,29,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,41.54,1204.66,No
ID-001992,Male,1,No,Yes,71,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card,33.76,2396.96,No
ID-001993,Male,1,No,No,42,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card,108.57,4559.94,No
ID-001994,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,38.38,1458.44,No
ID-001995,Male,1,Yes,Yes,18,No,No phone service,No,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,107.99,1943.82,No
ID-001996,Female,1,Yes,No,25,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,75.66,1891.5,No
ID-001997,Female,1,No,Yes,8,No,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,19.56,156.48,No
ID-001998,Male,1,No,No,27,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,113.94,3076.38,No
ID-001999,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.96,1151.04,No
ID-002000,Female,0,Yes,Yes,29,No,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card,52.17,1512.93,No
ID-002001,Female,1,No,Yes,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,109.83,768.81,No
ID-002002,Female,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer,36.99,1849.5,No
ID-002003,Female,1,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,43.31,2382.05,No
ID-002004,Female,0,No,Yes,42,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,108.48,4556.16,No
ID-002005,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,26.56,557.76,No
ID-002006,Male,1,No,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,76.05,1825.2,No
ID-002007,Female,1,No,No,39,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card,61.58,2401.62,No
ID-002008,Female,1,No,Yes,41,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,112.94,4630.54,No
ID-002009,Male,1,No,Yes,66,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,49.46,3264.36,No
ID-002010,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card,112.27,2469.94,No
ID-002011,Male,1,No,No,49,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer,20.96,1027.04,No
ID-002012,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,97.35,2141.7,No
ID-002013,Female,1,Yes,No,17,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,52.47,891.99,No
ID-002014,Male,0,No,Yes,28,Yes,No,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,73.56,2059.68,No
ID-002015,Male,0,No,Yes,29,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,53.23,1543.67,No
ID-002016,Male,1,Yes,No,31,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card,49.25,1526.75,No
ID-002017,Female,1,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,96.22,2405.5,No
ID-002018,Female,1,No,Yes,35,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card,92.83,3249.05,No
ID-002019,Male,0,No,No,26,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,83.94,2182.44,No
ID-002020,Female,0,Yes,Yes,3,No,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,43.18,129.54,No
ID-002021,Female,0,Yes,No,69,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,29.2,2014.8,No
ID-002022,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,112.8,4512.0,No
ID-002023,Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,91.2,5016.0,No
ID-002024,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Credit card,30.9,154.5,No
ID-002025,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer,36.37,872.88,No
ID-002026,Female,0,Yes,Yes,39,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,30.97,1207.83,No
ID-002027,Female,0,Yes,No,46,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,51.4,2364.4,No
ID-002028,Male,1,No,No,10,No,No,No,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,66.91,669.1,No
ID-002029,Male,1,Yes,Yes,27,No,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,One year,No,Bank transfer,78.65,2123.55,No
ID-002030,Male,1,Yes,No,64,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,58.99,3775.36,No
ID-002031,Female,1,Yes,Yes,13,No,Yes,No,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,52.78,686.14,No
ID-002032,Female,1,Yes,No,23,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,62.81,1444.63,No
ID-002033,Male,0,No,No,25,No,No phone service,DSL,Yes,No internet service,No,No,No,Yes,One year,No,Credit card,63.86,1596.5,No
ID-002034,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,87.85,5183.15,No
ID-002035,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,Yes,Credit card,96.23,1443.45,No
ID-002036,Female,0,No,No,32,No,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,113.1,3619.2,No
ID-002037,Male,0,Yes,No,64,No,Yes,No,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,64.32,4116.48,No
ID-002038,Female,1,Yes,Yes,48,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,83.94,4029.12,No
ID-002039,Female,0,No,Yes,51,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,102.15,5209.65,No
ID-002040,Female,0,Yes,Yes,33,No,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,110.23,3637.59,No
ID-002041,Female,1,No,Yes,25,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,90.88,2272.0,No
ID-002042,Male,0,Yes,Yes,43,No,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.78,1882.54,No
ID-002043,Female,1,Yes,No,46,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,105.11,4835.06,No
ID-002044,Female,1,No,Yes,15,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Credit card,30.37,455.55,No
ID-002045,Female,0,Yes,No,67,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer,30.73,2058.91,No
ID-002046,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,23.6,1534.0,No
ID-002047,Female,0,No,Yes,46,No,No phone service,No,No,No,No,No,No,No,One year,No,Bank transfer,43.92,2020.32,No
ID-002048,Male,0,No,Yes,31,No,No phone service,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,21.39,663.09,No
ID-002049,Male,1,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,98.23,4518.58,No
ID-002050,Male,0,No,Yes,45,Yes,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,91.11,4099.95,No
ID-002051,Male,1,No,Yes,46,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,84.84,3902.64,No
ID-002052,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer,111.44,7243.6,No
ID-002053,Female,1,No,Yes,39,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card,78.45,3059.55,No
ID-002054,Male,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Bank transfer,70.91,921.83,No
ID-002055,Male,1,No,No,3,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,94.64,283.92,No
ID-002056,Male,0,Yes,No,0,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,111.77,0,No
ID-002057,Male,0,No,No,62,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,66.15,4101.3,No
ID-002058,Male,0,Yes,Yes,23,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card,25.98,597.54,No
ID-002059,Female,0,No,Yes,72,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.65,6094.8,No
ID-002060,Female,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,63.32,4495.72,No
ID-002061,Male,1,No,Yes,66,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,51.99,3431.34,No
ID-002062,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,83.52,5929.92,No
ID-002063,Female,1,Yes,No,9,No,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card,99.29,893.61,No
ID-002064,Male,1,No,Yes,0,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card,106.6,0,No
ID-002065,Female,1,No,Yes,44,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,69.57,3061.08,No
ID-002066,Male,1,Yes,No,52,No,Yes,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,80.2,4170.4,No
ID-002067,Female,0,Yes,No,5,No,No,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,86.2,431.0,No
ID-002068,Female,1,No,No,57,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card,43.64,2487.48,No
ID-002069,Male,1,No,Yes,37,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer,112.96,4179.52,No
ID-002070,Female,0,No,Yes,66,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,117.83,7776.78,No
ID-002071,Male,1,Yes,Yes,65,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,101.8,6617.0,No
ID-002072,Male,0,Yes,Yes,61,No,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,117.02,7138.22,No
ID-002073,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,52.04,1196.92,No
ID-002074,Female,1,Yes,Yes,9,No,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,100.12,901.08,No
ID-002075,Male,1,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card,98.13,6182.19,No
ID-002076,Female,1,Yes,No,39,Yes,No phone service,No,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,107.17,4179.63,No
ID-002077,Female,1,No,Yes,0,Yes,No,No,No internet service,No,No,Yes,No,Yes,One year,No,Mailed check,91.91,0,No
ID-002078,Female,0,No,Yes,8,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,43.07,344.56,No
ID-002079,Male,1,Yes,Yes,15,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,No,Credit card,49.4,741.0,No
ID-002080,Female,0,No,No,61,No,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,25.11,1531.71,No
ID-002081,Female,1,No,No,39,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,55.06,2147.34,No
ID-002082,Female,0,No,No,1,No,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Mailed check,68.01,68.01,No
ID-002083,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,68.13,4837.23,No
ID-002084,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,77.49,1627.29,No
ID-002085,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer,43.69,480.59,No
ID-002086,Male,1,No,Yes,43,No,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Credit card,70.31,3023.33,No
ID-002087,Female,0,No,Yes,66,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,39.11,2581.26,No
ID-002088,Male,1,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer,24.83,794.56,No
ID-002089,Male,1,No,Yes,60,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Electronic check,60.09,3605.4,No
ID-002090,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,31.11,0,No
ID-002091,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,81.39,406.95,No
ID-002092,Male,1,Yes,Yes,27,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,116.54,3146.58,No
ID-002093,Female,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,49.34,1973.6,No
ID-002094,Male,0,No,Yes,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,91.75,2477.25,No
ID-002095,Female,0,Yes,No,12,No,No phone service,No,Yes,No,No,No,No,No,One year,No,Electronic check,84.93,1019.16,No
ID-002096,Male,1,No,No,56,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,30.73,1720.88,No
ID-002097,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,78.72,1259.52,No
ID-002098,Female,0,No,No,60,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,79.87,4792.2,No
ID-002099,Female,1,Yes,No,14,No,No,No,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,86.87,1216.18,No
ID-002100,Female,0,Yes,Yes,4,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,101.32,405.28,No
ID-002101,Male,1,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer,98.84,7116.48,No
ID-002102,Female,1,No,Yes,20,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.18,1283.6,No
ID-002103,Female,1,No,No,54,No,No,DSL,No,No internet service,No,Yes,No,Yes,Two year,No,Credit card,39.17,2115.18,No
ID-002104,Female,0,Yes,Yes,3,No,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Credit card,42.13,126.39,No
ID-002105,Female,0,No,Yes,25,No,Yes,No,No,No,No internet service,No internet service,No,No,Two year,No,Credit card,51.29,1282.25,No
ID-002106,Male,0,No,No,41,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,96.91,3973.31,No
ID-002107,Male,1,Yes,No,72,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,33.98,2446.56,No
ID-002108,Male,1,Yes,No,62,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,57.65,3574.3,No
ID-002109,Male,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,77.03,1694.66,No
ID-002110,Female,0,No,No,72,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Credit card,57.41,4133.52,No
ID-002111,Male,1,Yes,No,51,No,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,63.79,3253.29,No
ID-002112,Female,0,No,Yes,72,No,No,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card,81.38,5859.36,No
ID-002113,Male,0,No,No,48,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,74.56,3578.88,No
ID-002114,Male,0,Yes,No,7,No,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,90.77,635.39,No
ID-002115,Female,0,No,No,69,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,22.82,1574.58,No
ID-002116,Female,1,Yes,Yes,66,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,113.71,7504.86,No
ID-002117,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,57.5,862.5,No
ID-002118,Male,1,Yes,Yes,20,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,33.99,679.8,No
ID-002119,Female,0,Yes,No,9,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,110.82,997.38,No
ID-002120,Male,1,Yes,Yes,61,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,36.73,2240.53,No
ID-002121,Male,1,No,No,0,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,87.03,0,No
ID-002122,Female,1,Yes,Yes,9,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,49.26,443.34,No
ID-002123,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,102.38,409.52,No
ID-002124,Male,0,No,Yes,22,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.53,979.66,No
ID-002125,Female,0,Yes,Yes,55,No,No,No,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,64.73,3560.15,No
ID-002126,Female,0,Yes,Yes,55,No,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,116.72,6419.6,No
ID-002127,Female,0,No,No,21,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,35.11,737.31,No
ID-002128,Female,1,Yes,No,7,No,Yes,No,No,No,No,No,Yes,Yes,One year,No,Credit card,84.47,591.29,No
ID-002129,Male,0,Yes,No,57,No,No,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,79.0,4503.0,No
ID-002130,Female,1,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,108.28,6821.64,No
ID-002131,Male,1,Yes,No,20,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,24.32,486.4,No
